ordinal,branch_path,gsim,weight
1450,b1m2~b1m1_b2m2_b3m1_b4m2_b5m2_b6m1_b7m4_b8m4_b9m2,AkkarBommer2010() BooreAtkinson2008() AtkinsonBoore2006() ToroEtAl2002() ToroEtAl2002() AtkinsonBoor,3.3400234e-04
1451,b1m2~b1m4_b2m2_b3m1_b4m1_b5m3_b6m2_b7m4_b8m2_b9m3,Kanno2006Shallow() BooreAtkinson2008() AtkinsonBoore2006() AtkinsonBoore2006() Campbell2003() ZhaoEt,3.3300233e-04
1452,b1m2~b1m4_b2m2_b3m1_b4m3_b5m2_b6m2_b7m4_b8m1_b9m3,Kanno2006Shallow() BooreAtkinson2008() AtkinsonBoore2006() SharmaEtAl2009() ToroEtAl2002() ZhaoEtAl2,3.3300233e-04
1453,b1m2~b1m1_b2m2_b3m2_b4m2_b5m1_b6m1_b7m2_b8m2_b9m2,AkkarBommer2010() BooreAtkinson2008() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore2006() AtkinsonBoor,3.3400234e-04
1454,b1m2~b1m2_b2m3_b3m3_b4m2_b5m3_b6m1_b7m3_b8m2_b9m2,BooreAtkinson2008() CampbellBozorgnia2008() SharmaEtAl2009() ToroEtAl2002() Campbell2003() AtkinsonB,3.3400234e-04
1455,b1m2~b1m1_b2m4_b3m1_b4m1_b5m2_b6m2_b7m2_b8m3_b9m4,AkkarBommer2010() Kanno2006Shallow() AtkinsonBoore2006() AtkinsonBoore2006() ToroEtAl2002() ZhaoEtAl,3.3300233e-04
1456,b1m2~b1m1_b2m3_b3m3_b4m1_b5m1_b6m1_b7m4_b8m1_b9m1,AkkarBommer2010() CampbellBozorgnia2008() SharmaEtAl2009() AtkinsonBoore2006() AtkinsonBoore2006() A,3.3400234e-04
1457,b1m2~b1m3_b2m4_b3m3_b4m1_b5m2_b6m3_b7m2_b8m3_b9m2,CampbellBozorgnia2008() Kanno2006Shallow() SharmaEtAl2009() AtkinsonBoore2006() ToroEtAl2002() Kanno,3.3300233e-04
1458,b1m2~b1m3_b2m1_b3m2_b4m4_b5m4_b6m3_b7m1_b8m3_b9m2,CampbellBozorgnia2008() AkkarBommer2010() ToroEtAl2002() NathEtAl2012Upper() RaghukanthIyengar2007(),3.3300233e-04
1459,b1m2~b1m2_b2m3_b3m1_b4m2_b5m4_b6m2_b7m2_b8m2_b9m2,BooreAtkinson2008() CampbellBozorgnia2008() AtkinsonBoore2006() ToroEtAl2002() RaghukanthIyengar2007,3.3300233e-04
1460,b1m2~b1m1_b2m2_b3m2_b4m4_b5m2_b6m1_b7m2_b8m4_b9m4,AkkarBommer2010() BooreAtkinson2008() ToroEtAl2002() NathEtAl2012Upper() ToroEtAl2002() AtkinsonBoor,3.3400234e-04
1461,b1m2~b1m1_b2m1_b3m1_b4m4_b5m1_b6m1_b7m1_b8m3_b9m3,AkkarBommer2010() AkkarBommer2010() AtkinsonBoore2006() NathEtAl2012Upper() AtkinsonBoore2006() Atki,3.3400234e-04
1462,b1m2~b1m1_b2m1_b3m2_b4m2_b5m4_b6m3_b7m4_b8m4_b9m3,AkkarBommer2010() AkkarBommer2010() ToroEtAl2002() ToroEtAl2002() RaghukanthIyengar2007() Kanno2006D,3.3300233e-04
1463,b1m2~b1m4_b2m2_b3m2_b4m1_b5m3_b6m1_b7m1_b8m4_b9m2,Kanno2006Shallow() BooreAtkinson2008() ToroEtAl2002() AtkinsonBoore2006() Campbell2003() AtkinsonBoo,3.3400234e-04
1464,b1m2~b1m2_b2m5_b3m4_b4m4_b5m3_b6m3_b7m1_b8m2_b9m3,BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Lower() NathEtAl2012Upper() Campbell2003() Kanno200,3.3300233e-04
1465,b1m2~b1m2_b2m2_b3m2_b4m4_b5m3_b6m1_b7m2_b8m1_b9m3,BooreAtkinson2008() BooreAtkinson2008() ToroEtAl2002() NathEtAl2012Upper() Campbell2003() AtkinsonBo,3.3400234e-04
1466,b1m2~b1m4_b2m1_b3m3_b4m4_b5m1_b6m3_b7m1_b8m4_b9m2,Kanno2006Shallow() AkkarBommer2010() SharmaEtAl2009() NathEtAl2012Upper() AtkinsonBoore2006() Kanno2,3.3300233e-04
1467,b1m2~b1m3_b2m2_b3m2_b4m4_b5m2_b6m3_b7m4_b8m1_b9m2,CampbellBozorgnia2008() BooreAtkinson2008() ToroEtAl2002() NathEtAl2012Upper() ToroEtAl2002() Kanno2,3.3300233e-04
1468,b1m2~b1m2_b2m5_b3m4_b4m1_b5m3_b6m3_b7m1_b8m1_b9m1,BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Lower() AtkinsonBoore2006() Campbell2003() Kanno200,3.3300233e-04
1469,b1m2~b1m4_b2m1_b3m3_b4m3_b5m3_b6m3_b7m2_b8m2_b9m3,Kanno2006Shallow() AkkarBommer2010() SharmaEtAl2009() SharmaEtAl2009() Campbell2003() Kanno2006Deep(,3.3300233e-04
1470,b1m2~b1m3_b2m5_b3m1_b4m4_b5m1_b6m2_b7m1_b8m4_b9m2,CampbellBozorgnia2008() SharmaEtAl2009() AtkinsonBoore2006() NathEtAl2012Upper() AtkinsonBoore2006(),3.3300233e-04
1471,b1m2~b1m3_b2m4_b3m2_b4m1_b5m3_b6m2_b7m3_b8m3_b9m3,CampbellBozorgnia2008() Kanno2006Shallow() ToroEtAl2002() AtkinsonBoore2006() Campbell2003() ZhaoEtA,3.3300233e-04
1472,b1m2~b1m4_b2m3_b3m2_b4m2_b5m3_b6m1_b7m4_b8m4_b9m1,Kanno2006Shallow() CampbellBozorgnia2008() ToroEtAl2002() ToroEtAl2002() Campbell2003() AtkinsonBoor,3.3400234e-04
1473,b1m2~b1m1_b2m3_b3m2_b4m1_b5m1_b6m3_b7m1_b8m2_b9m3,AkkarBommer2010() CampbellBozorgnia2008() ToroEtAl2002() AtkinsonBoore2006() AtkinsonBoore2006() Kan,3.3300233e-04
1474,b1m2~b1m2_b2m5_b3m4_b4m1_b5m2_b6m2_b7m2_b8m1_b9m3,BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Lower() AtkinsonBoore2006() ToroEtAl2002() ZhaoEtAl,3.3300233e-04
1475,b1m2~b1m4_b2m1_b3m4_b4m4_b5m1_b6m2_b7m2_b8m3_b9m3,Kanno2006Shallow() AkkarBommer2010() NathEtAl2012Lower() NathEtAl2012Upper() AtkinsonBoore2006() Zha,3.3300233e-04
1476,b1m2~b1m3_b2m4_b3m1_b4m2_b5m4_b6m1_b7m2_b8m3_b9m2,CampbellBozorgnia2008() Kanno2006Shallow() AtkinsonBoore2006() ToroEtAl2002() RaghukanthIyengar2007(,3.3400234e-04
1477,b1m2~b1m2_b2m2_b3m2_b4m2_b5m1_b6m1_b7m1_b8m1_b9m3,BooreAtkinson2008() BooreAtkinson2008() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore2006() AtkinsonBo,3.3400234e-04
1478,b1m2~b1m1_b2m4_b3m3_b4m3_b5m2_b6m1_b7m4_b8m4_b9m1,AkkarBommer2010() Kanno2006Shallow() SharmaEtAl2009() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2,3.3400234e-04
1479,b1m2~b1m4_b2m1_b3m2_b4m2_b5m3_b6m2_b7m3_b8m3_b9m4,Kanno2006Shallow() AkkarBommer2010() ToroEtAl2002() ToroEtAl2002() Campbell2003() ZhaoEtAl2006SInter,3.3300233e-04
1480,b1m2~b1m2_b2m1_b3m2_b4m3_b5m3_b6m3_b7m1_b8m2_b9m4,BooreAtkinson2008() AkkarBommer2010() ToroEtAl2002() SharmaEtAl2009() Campbell2003() Kanno2006Deep(),3.3300233e-04
1481,b1m2~b1m4_b2m3_b3m3_b4m2_b5m1_b6m1_b7m3_b8m2_b9m2,Kanno2006Shallow() CampbellBozorgnia2008() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() Atkin,3.3400234e-04
1482,b1m2~b1m4_b2m3_b3m2_b4m1_b5m2_b6m1_b7m4_b8m1_b9m3,Kanno2006Shallow() CampbellBozorgnia2008() ToroEtAl2002() AtkinsonBoore2006() ToroEtAl2002() Atkinso,3.3400234e-04
1483,b1m2~b1m3_b2m1_b3m2_b4m4_b5m3_b6m3_b7m4_b8m2_b9m2,CampbellBozorgnia2008() AkkarBommer2010() ToroEtAl2002() NathEtAl2012Upper() Campbell2003() Kanno200,3.3300233e-04
1484,b1m2~b1m1_b2m2_b3m1_b4m4_b5m4_b6m3_b7m1_b8m3_b9m3,AkkarBommer2010() BooreAtkinson2008() AtkinsonBoore2006() NathEtAl2012Upper() RaghukanthIyengar2007(,3.3300233e-04
1485,b1m2~b1m3_b2m3_b3m1_b4m1_b5m3_b6m2_b7m2_b8m3_b9m3,CampbellBozorgnia2008() CampbellBozorgnia2008() AtkinsonBoore2006() AtkinsonBoore2006() Campbell2003,3.3300233e-04
1486,b1m2~b1m1_b2m2_b3m3_b4m4_b5m2_b6m3_b7m2_b8m2_b9m1,AkkarBommer2010() BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Upper() ToroEtAl2002() Kanno2006D,3.3300233e-04
1487,b1m2~b1m2_b2m2_b3m4_b4m1_b5m4_b6m1_b7m3_b8m4_b9m3,BooreAtkinson2008() BooreAtkinson2008() NathEtAl2012Lower() AtkinsonBoore2006() RaghukanthIyengar200,3.3400234e-04
1488,b1m2~b1m2_b2m2_b3m4_b4m2_b5m2_b6m3_b7m4_b8m3_b9m4,BooreAtkinson2008() BooreAtkinson2008() NathEtAl2012Lower() ToroEtAl2002() ToroEtAl2002() Kanno2006D,3.3300233e-04
1489,b1m2~b1m2_b2m1_b3m4_b4m1_b5m1_b6m2_b7m2_b8m1_b9m3,BooreAtkinson2008() AkkarBommer2010() NathEtAl2012Lower() AtkinsonBoore2006() AtkinsonBoore2006() Zh,3.3300233e-04
1490,b1m2~b1m1_b2m2_b3m1_b4m2_b5m3_b6m2_b7m3_b8m3_b9m1,AkkarBommer2010() BooreAtkinson2008() AtkinsonBoore2006() ToroEtAl2002() Campbell2003() ZhaoEtAl2006,3.3300233e-04
1491,b1m2~b1m4_b2m5_b3m1_b4m2_b5m4_b6m2_b7m2_b8m1_b9m4,Kanno2006Shallow() SharmaEtAl2009() AtkinsonBoore2006() ToroEtAl2002() RaghukanthIyengar2007() ZhaoE,3.3300233e-04
1492,b1m2~b1m4_b2m5_b3m1_b4m3_b5m3_b6m1_b7m2_b8m3_b9m3,Kanno2006Shallow() SharmaEtAl2009() AtkinsonBoore2006() SharmaEtAl2009() Campbell2003() AtkinsonBoor,3.3400234e-04
1493,b1m2~b1m4_b2m4_b3m4_b4m1_b5m2_b6m2_b7m2_b8m1_b9m3,Kanno2006Shallow() Kanno2006Shallow() NathEtAl2012Lower() AtkinsonBoore2006() ToroEtAl2002() ZhaoEtA,3.3300233e-04
1494,b1m2~b1m3_b2m4_b3m3_b4m2_b5m4_b6m1_b7m3_b8m2_b9m4,CampbellBozorgnia2008() Kanno2006Shallow() SharmaEtAl2009() ToroEtAl2002() RaghukanthIyengar2007() A,3.3400234e-04
1495,b1m2~b1m2_b2m3_b3m4_b4m2_b5m1_b6m3_b7m2_b8m1_b9m3,BooreAtkinson2008() CampbellBozorgnia2008() NathEtAl2012Lower() ToroEtAl2002() AtkinsonBoore2006() K,3.3300233e-04
1496,b1m2~b1m4_b2m3_b3m4_b4m3_b5m3_b6m1_b7m3_b8m4_b9m3,Kanno2006Shallow() CampbellBozorgnia2008() NathEtAl2012Lower() SharmaEtAl2009() Campbell2003() Atkin,3.3400234e-04
1497,b1m2~b1m2_b2m2_b3m1_b4m1_b5m1_b6m1_b7m1_b8m4_b9m4,BooreAtkinson2008() BooreAtkinson2008() AtkinsonBoore2006() AtkinsonBoore2006() AtkinsonBoore2006() ,3.3400234e-04
1498,b1m2~b1m4_b2m1_b3m2_b4m1_b5m1_b6m3_b7m3_b8m2_b9m2,Kanno2006Shallow() AkkarBommer2010() ToroEtAl2002() AtkinsonBoore2006() AtkinsonBoore2006() Kanno200,3.3300233e-04
1499,b1m2~b1m2_b2m3_b3m3_b4m2_b5m1_b6m3_b7m1_b8m4_b9m2,BooreAtkinson2008() CampbellBozorgnia2008() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() Kann,3.3300233e-04
1500,b1m2~b1m3_b2m4_b3m4_b4m1_b5m4_b6m1_b7m3_b8m4_b9m2,CampbellBozorgnia2008() Kanno2006Shallow() NathEtAl2012Lower() AtkinsonBoore2006() RaghukanthIyengar,3.3400234e-04
1501,b1m2~b1m3_b2m4_b3m1_b4m4_b5m1_b6m3_b7m4_b8m2_b9m3,CampbellBozorgnia2008() Kanno2006Shallow() AtkinsonBoore2006() NathEtAl2012Upper() AtkinsonBoore2006,3.3300233e-04
1502,b1m2~b1m1_b2m1_b3m4_b4m1_b5m3_b6m1_b7m4_b8m3_b9m3,AkkarBommer2010() AkkarBommer2010() NathEtAl2012Lower() AtkinsonBoore2006() Campbell2003() AtkinsonB,3.3400234e-04
1503,b1m2~b1m2_b2m3_b3m2_b4m1_b5m3_b6m2_b7m2_b8m2_b9m1,BooreAtkinson2008() CampbellBozorgnia2008() ToroEtAl2002() AtkinsonBoore2006() Campbell2003() ZhaoEt,3.3300233e-04
1504,b1m2~b1m3_b2m1_b3m3_b4m2_b5m1_b6m1_b7m3_b8m1_b9m1,CampbellBozorgnia2008() AkkarBommer2010() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() Atkins,3.3400234e-04
1505,b1m2~b1m4_b2m5_b3m2_b4m1_b5m3_b6m3_b7m3_b8m3_b9m4,Kanno2006Shallow() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() Campbell2003() Kanno2006Deep(,3.3300233e-04
1506,b1m2~b1m3_b2m3_b3m1_b4m1_b5m1_b6m3_b7m3_b8m2_b9m2,CampbellBozorgnia2008() CampbellBozorgnia2008() AtkinsonBoore2006() AtkinsonBoore2006() AtkinsonBoor,3.3300233e-04
1507,b1m2~b1m2_b2m4_b3m1_b4m4_b5m1_b6m3_b7m4_b8m2_b9m4,BooreAtkinson2008() Kanno2006Shallow() AtkinsonBoore2006() NathEtAl2012Upper() AtkinsonBoore2006() K,3.3300233e-04
1508,b1m2~b1m1_b2m4_b3m2_b4m3_b5m1_b6m1_b7m3_b8m4_b9m2,AkkarBommer2010() Kanno2006Shallow() ToroEtAl2002() SharmaEtAl2009() AtkinsonBoore2006() AtkinsonBoo,3.3400234e-04
1509,b1m2~b1m2_b2m3_b3m3_b4m1_b5m4_b6m3_b7m3_b8m4_b9m4,BooreAtkinson2008() CampbellBozorgnia2008() SharmaEtAl2009() AtkinsonBoore2006() RaghukanthIyengar20,3.3300233e-04
1510,b1m2~b1m1_b2m2_b3m1_b4m1_b5m3_b6m2_b7m1_b8m4_b9m1,AkkarBommer2010() BooreAtkinson2008() AtkinsonBoore2006() AtkinsonBoore2006() Campbell2003() ZhaoEtA,3.3300233e-04
1511,b1m2~b1m4_b2m5_b3m3_b4m2_b5m1_b6m3_b7m3_b8m2_b9m1,Kanno2006Shallow() SharmaEtAl2009() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() Kanno2006Dee,3.3300233e-04
1512,b1m2~b1m4_b2m1_b3m4_b4m1_b5m1_b6m2_b7m2_b8m1_b9m2,Kanno2006Shallow() AkkarBommer2010() NathEtAl2012Lower() AtkinsonBoore2006() AtkinsonBoore2006() Zha,3.3300233e-04
1513,b1m2~b1m3_b2m3_b3m4_b4m3_b5m1_b6m1_b7m1_b8m2_b9m3,CampbellBozorgnia2008() CampbellBozorgnia2008() NathEtAl2012Lower() SharmaEtAl2009() AtkinsonBoore20,3.3400234e-04
1514,b1m2~b1m3_b2m5_b3m4_b4m3_b5m1_b6m1_b7m2_b8m4_b9m4,CampbellBozorgnia2008() SharmaEtAl2009() NathEtAl2012Lower() SharmaEtAl2009() AtkinsonBoore2006() At,3.3400234e-04
1515,b1m2~b1m3_b2m3_b3m4_b4m4_b5m3_b6m1_b7m2_b8m1_b9m1,CampbellBozorgnia2008() CampbellBozorgnia2008() NathEtAl2012Lower() NathEtAl2012Upper() Campbell2003,3.3400234e-04
1516,b1m2~b1m2_b2m1_b3m4_b4m1_b5m3_b6m3_b7m3_b8m3_b9m2,BooreAtkinson2008() AkkarBommer2010() NathEtAl2012Lower() AtkinsonBoore2006() Campbell2003() Kanno20,3.3300233e-04
1517,b1m2~b1m2_b2m5_b3m1_b4m3_b5m3_b6m2_b7m3_b8m4_b9m1,BooreAtkinson2008() SharmaEtAl2009() AtkinsonBoore2006() SharmaEtAl2009() Campbell2003() ZhaoEtAl200,3.3300233e-04
1518,b1m2~b1m2_b2m3_b3m4_b4m4_b5m3_b6m1_b7m1_b8m4_b9m4,BooreAtkinson2008() CampbellBozorgnia2008() NathEtAl2012Lower() NathEtAl2012Upper() Campbell2003() A,3.3400234e-04
1519,b1m2~b1m2_b2m5_b3m3_b4m1_b5m1_b6m1_b7m1_b8m2_b9m4,BooreAtkinson2008() SharmaEtAl2009() SharmaEtAl2009() AtkinsonBoore2006() AtkinsonBoore2006() Atkins,3.3400234e-04
1520,b1m2~b1m3_b2m2_b3m2_b4m3_b5m3_b6m3_b7m2_b8m3_b9m1,CampbellBozorgnia2008() BooreAtkinson2008() ToroEtAl2002() SharmaEtAl2009() Campbell2003() Kanno2006,3.3300233e-04
1521,b1m2~b1m3_b2m2_b3m1_b4m1_b5m2_b6m3_b7m4_b8m3_b9m2,CampbellBozorgnia2008() BooreAtkinson2008() AtkinsonBoore2006() AtkinsonBoore2006() ToroEtAl2002() K,3.3300233e-04
1522,b1m2~b1m2_b2m4_b3m2_b4m4_b5m1_b6m3_b7m3_b8m2_b9m3,BooreAtkinson2008() Kanno2006Shallow() ToroEtAl2002() NathEtAl2012Upper() AtkinsonBoore2006() Kanno2,3.3300233e-04
1523,b1m2~b1m1_b2m4_b3m2_b4m1_b5m1_b6m2_b7m3_b8m2_b9m2,AkkarBommer2010() Kanno2006Shallow() ToroEtAl2002() AtkinsonBoore2006() AtkinsonBoore2006() ZhaoEtAl,3.3300233e-04
1524,b1m2~b1m2_b2m5_b3m4_b4m1_b5m3_b6m3_b7m2_b8m4_b9m1,BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Lower() AtkinsonBoore2006() Campbell2003() Kanno200,3.3300233e-04
1525,b1m2~b1m4_b2m3_b3m4_b4m4_b5m4_b6m3_b7m3_b8m3_b9m3,Kanno2006Shallow() CampbellBozorgnia2008() NathEtAl2012Lower() NathEtAl2012Upper() RaghukanthIyengar,3.3300233e-04
1526,b1m2~b1m4_b2m5_b3m3_b4m3_b5m2_b6m2_b7m1_b8m2_b9m2,Kanno2006Shallow() SharmaEtAl2009() SharmaEtAl2009() SharmaEtAl2009() ToroEtAl2002() ZhaoEtAl2006SIn,3.3300233e-04
1527,b1m2~b1m3_b2m2_b3m2_b4m2_b5m1_b6m2_b7m4_b8m1_b9m2,CampbellBozorgnia2008() BooreAtkinson2008() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore2006() ZhaoEt,3.3300233e-04
1528,b1m2~b1m3_b2m3_b3m3_b4m4_b5m3_b6m1_b7m3_b8m1_b9m1,CampbellBozorgnia2008() CampbellBozorgnia2008() SharmaEtAl2009() NathEtAl2012Upper() Campbell2003() ,3.3400234e-04
1529,b1m2~b1m2_b2m5_b3m4_b4m4_b5m4_b6m1_b7m1_b8m1_b9m2,BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Lower() NathEtAl2012Upper() RaghukanthIyengar2007(),3.3400234e-04
1530,b1m2~b1m3_b2m5_b3m2_b4m3_b5m4_b6m1_b7m1_b8m1_b9m1,CampbellBozorgnia2008() SharmaEtAl2009() ToroEtAl2002() SharmaEtAl2009() RaghukanthIyengar2007() Atk,3.3400234e-04
1531,b1m2~b1m3_b2m2_b3m1_b4m4_b5m2_b6m1_b7m2_b8m2_b9m3,CampbellBozorgnia2008() BooreAtkinson2008() AtkinsonBoore2006() NathEtAl2012Upper() ToroEtAl2002() A,3.3400234e-04
1532,b1m2~b1m4_b2m3_b3m1_b4m1_b5m2_b6m2_b7m4_b8m4_b9m2,Kanno2006Shallow() CampbellBozorgnia2008() AtkinsonBoore2006() AtkinsonBoore2006() ToroEtAl2002() Zh,3.3300233e-04
1533,b1m2~b1m1_b2m2_b3m1_b4m3_b5m3_b6m2_b7m3_b8m2_b9m4,AkkarBommer2010() BooreAtkinson2008() AtkinsonBoore2006() SharmaEtAl2009() Campbell2003() ZhaoEtAl20,3.3300233e-04
1534,b1m2~b1m4_b2m1_b3m2_b4m4_b5m1_b6m2_b7m4_b8m1_b9m4,Kanno2006Shallow() AkkarBommer2010() ToroEtAl2002() NathEtAl2012Upper() AtkinsonBoore2006() ZhaoEtAl,3.3300233e-04
1535,b1m2~b1m2_b2m2_b3m2_b4m3_b5m1_b6m3_b7m1_b8m4_b9m4,BooreAtkinson2008() BooreAtkinson2008() ToroEtAl2002() SharmaEtAl2009() AtkinsonBoore2006() Kanno200,3.3300233e-04
1536,b1m2~b1m4_b2m2_b3m2_b4m2_b5m2_b6m1_b7m2_b8m3_b9m3,Kanno2006Shallow() BooreAtkinson2008() ToroEtAl2002() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore200,3.3400234e-04
1537,b1m2~b1m4_b2m3_b3m1_b4m4_b5m2_b6m3_b7m2_b8m2_b9m4,Kanno2006Shallow() CampbellBozorgnia2008() AtkinsonBoore2006() NathEtAl2012Upper() ToroEtAl2002() Ka,3.3300233e-04
1538,b1m2~b1m2_b2m3_b3m1_b4m4_b5m3_b6m1_b7m3_b8m3_b9m2,BooreAtkinson2008() CampbellBozorgnia2008() AtkinsonBoore2006() NathEtAl2012Upper() Campbell2003() A,3.3400234e-04
1539,b1m2~b1m1_b2m3_b3m3_b4m2_b5m3_b6m2_b7m2_b8m2_b9m2,AkkarBommer2010() CampbellBozorgnia2008() SharmaEtAl2009() ToroEtAl2002() Campbell2003() ZhaoEtAl200,3.3300233e-04
1540,b1m2~b1m4_b2m1_b3m3_b4m3_b5m3_b6m3_b7m1_b8m1_b9m3,Kanno2006Shallow() AkkarBommer2010() SharmaEtAl2009() SharmaEtAl2009() Campbell2003() Kanno2006Deep(,3.3300233e-04
1541,b1m2~b1m4_b2m2_b3m3_b4m1_b5m3_b6m2_b7m3_b8m1_b9m2,Kanno2006Shallow() BooreAtkinson2008() SharmaEtAl2009() AtkinsonBoore2006() Campbell2003() ZhaoEtAl2,3.3300233e-04
1542,b1m2~b1m3_b2m2_b3m4_b4m2_b5m2_b6m1_b7m1_b8m2_b9m3,CampbellBozorgnia2008() BooreAtkinson2008() NathEtAl2012Lower() ToroEtAl2002() ToroEtAl2002() Atkins,3.3400234e-04
1543,b1m2~b1m2_b2m5_b3m3_b4m4_b5m3_b6m2_b7m2_b8m3_b9m3,BooreAtkinson2008() SharmaEtAl2009() SharmaEtAl2009() NathEtAl2012Upper() Campbell2003() ZhaoEtAl200,3.3300233e-04
1544,b1m2~b1m4_b2m4_b3m4_b4m1_b5m2_b6m2_b7m2_b8m3_b9m1,Kanno2006Shallow() Kanno2006Shallow() NathEtAl2012Lower() AtkinsonBoore2006() ToroEtAl2002() ZhaoEtA,3.3300233e-04
1545,b1m2~b1m3_b2m3_b3m1_b4m4_b5m4_b6m2_b7m3_b8m2_b9m2,CampbellBozorgnia2008() CampbellBozorgnia2008() AtkinsonBoore2006() NathEtAl2012Upper() RaghukanthIy,3.3300233e-04
1546,b1m2~b1m1_b2m2_b3m1_b4m1_b5m2_b6m2_b7m4_b8m2_b9m4,AkkarBommer2010() BooreAtkinson2008() AtkinsonBoore2006() AtkinsonBoore2006() ToroEtAl2002() ZhaoEtA,3.3300233e-04
1547,b1m2~b1m1_b2m3_b3m2_b4m1_b5m1_b6m3_b7m3_b8m4_b9m3,AkkarBommer2010() CampbellBozorgnia2008() ToroEtAl2002() AtkinsonBoore2006() AtkinsonBoore2006() Kan,3.3300233e-04
1548,b1m2~b1m4_b2m3_b3m3_b4m4_b5m4_b6m2_b7m3_b8m4_b9m4,Kanno2006Shallow() CampbellBozorgnia2008() SharmaEtAl2009() NathEtAl2012Upper() RaghukanthIyengar200,3.3300233e-04
1549,b1m2~b1m4_b2m1_b3m1_b4m4_b5m4_b6m1_b7m4_b8m3_b9m3,Kanno2006Shallow() AkkarBommer2010() AtkinsonBoore2006() NathEtAl2012Upper() RaghukanthIyengar2007(),3.3400234e-04
1550,b1m2~b1m3_b2m5_b3m4_b4m3_b5m1_b6m1_b7m4_b8m3_b9m2,CampbellBozorgnia2008() SharmaEtAl2009() NathEtAl2012Lower() SharmaEtAl2009() AtkinsonBoore2006() At,3.3400234e-04
1551,b1m2~b1m1_b2m5_b3m1_b4m2_b5m2_b6m2_b7m3_b8m1_b9m3,AkkarBommer2010() SharmaEtAl2009() AtkinsonBoore2006() ToroEtAl2002() ToroEtAl2002() ZhaoEtAl2006SIn,3.3300233e-04
1552,b1m2~b1m4_b2m1_b3m4_b4m2_b5m4_b6m3_b7m4_b8m2_b9m3,Kanno2006Shallow() AkkarBommer2010() NathEtAl2012Lower() ToroEtAl2002() RaghukanthIyengar2007() Kann,3.3300233e-04
1553,b1m2~b1m2_b2m1_b3m1_b4m2_b5m1_b6m2_b7m3_b8m2_b9m1,BooreAtkinson2008() AkkarBommer2010() AtkinsonBoore2006() ToroEtAl2002() AtkinsonBoore2006() ZhaoEtA,3.3300233e-04
1554,b1m2~b1m3_b2m3_b3m2_b4m2_b5m1_b6m1_b7m2_b8m3_b9m1,CampbellBozorgnia2008() CampbellBozorgnia2008() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore2006() At,3.3400234e-04
1555,b1m2~b1m1_b2m2_b3m1_b4m4_b5m1_b6m3_b7m3_b8m2_b9m3,AkkarBommer2010() BooreAtkinson2008() AtkinsonBoore2006() NathEtAl2012Upper() AtkinsonBoore2006() Ka,3.3300233e-04
1556,b1m2~b1m2_b2m5_b3m2_b4m3_b5m4_b6m3_b7m1_b8m1_b9m3,BooreAtkinson2008() SharmaEtAl2009() ToroEtAl2002() SharmaEtAl2009() RaghukanthIyengar2007() Kanno20,3.3300233e-04
1557,b1m2~b1m2_b2m5_b3m3_b4m4_b5m3_b6m2_b7m2_b8m4_b9m2,BooreAtkinson2008() SharmaEtAl2009() SharmaEtAl2009() NathEtAl2012Upper() Campbell2003() ZhaoEtAl200,3.3300233e-04
1558,b1m2~b1m4_b2m5_b3m2_b4m3_b5m4_b6m1_b7m1_b8m4_b9m3,Kanno2006Shallow() SharmaEtAl2009() ToroEtAl2002() SharmaEtAl2009() RaghukanthIyengar2007() Atkinson,3.3400234e-04
1559,b1m2~b1m3_b2m5_b3m2_b4m1_b5m3_b6m2_b7m3_b8m3_b9m4,CampbellBozorgnia2008() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() Campbell2003() ZhaoEtAl2,3.3300233e-04
1560,b1m2~b1m2_b2m3_b3m1_b4m4_b5m1_b6m1_b7m1_b8m3_b9m2,BooreAtkinson2008() CampbellBozorgnia2008() AtkinsonBoore2006() NathEtAl2012Upper() AtkinsonBoore200,3.3400234e-04
1561,b1m2~b1m3_b2m3_b3m3_b4m1_b5m4_b6m1_b7m3_b8m1_b9m3,CampbellBozorgnia2008() CampbellBozorgnia2008() SharmaEtAl2009() AtkinsonBoore2006() RaghukanthIyeng,3.3400234e-04
1562,b1m2~b1m4_b2m5_b3m2_b4m2_b5m2_b6m1_b7m4_b8m2_b9m2,Kanno2006Shallow() SharmaEtAl2009() ToroEtAl2002() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore2003SI,3.3400234e-04
