ordinal,branch_path,gsim,weight
616,b1m1~b1m4_b2m1_b3m3_b4m1_b5m2_b6m1_b7m4_b8m2_b9m3,Kanno2006Shallow() AkkarBommer2010() SharmaEtAl2009() AtkinsonBoore2006() ToroEtAl2002() AtkinsonBoo,3.3400234e-04
617,b1m1~b1m4_b2m2_b3m3_b4m3_b5m3_b6m2_b7m1_b8m1_b9m3,Kanno2006Shallow() BooreAtkinson2008() SharmaEtAl2009() SharmaEtAl2009() Campbell2003() ZhaoEtAl2006,3.3300233e-04
618,b1m1~b1m4_b2m3_b3m3_b4m2_b5m2_b6m3_b7m1_b8m3_b9m4,Kanno2006Shallow() CampbellBozorgnia2008() SharmaEtAl2009() ToroEtAl2002() ToroEtAl2002() Kanno2006D,3.3300233e-04
619,b1m1~b1m2_b2m1_b3m2_b4m4_b5m3_b6m1_b7m1_b8m4_b9m4,BooreAtkinson2008() AkkarBommer2010() ToroEtAl2002() NathEtAl2012Upper() Campbell2003() AtkinsonBoor,3.3400234e-04
620,b1m1~b1m2_b2m1_b3m3_b4m2_b5m4_b6m2_b7m4_b8m1_b9m3,BooreAtkinson2008() AkkarBommer2010() SharmaEtAl2009() ToroEtAl2002() RaghukanthIyengar2007() ZhaoEt,3.3300233e-04
621,b1m1~b1m3_b2m2_b3m3_b4m4_b5m4_b6m3_b7m3_b8m2_b9m1,CampbellBozorgnia2008() BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Upper() RaghukanthIyengar20,3.3300233e-04
622,b1m1~b1m4_b2m2_b3m3_b4m2_b5m2_b6m3_b7m2_b8m2_b9m2,Kanno2006Shallow() BooreAtkinson2008() SharmaEtAl2009() ToroEtAl2002() ToroEtAl2002() Kanno2006Deep(,3.3300233e-04
623,b1m1~b1m4_b2m3_b3m3_b4m1_b5m4_b6m2_b7m4_b8m3_b9m1,Kanno2006Shallow() CampbellBozorgnia2008() SharmaEtAl2009() AtkinsonBoore2006() RaghukanthIyengar200,3.3300233e-04
624,b1m1~b1m2_b2m3_b3m3_b4m2_b5m3_b6m3_b7m2_b8m4_b9m1,BooreAtkinson2008() CampbellBozorgnia2008() SharmaEtAl2009() ToroEtAl2002() Campbell2003() Kanno2006,3.3300233e-04
625,b1m1~b1m4_b2m1_b3m3_b4m3_b5m3_b6m2_b7m1_b8m4_b9m2,Kanno2006Shallow() AkkarBommer2010() SharmaEtAl2009() SharmaEtAl2009() Campbell2003() ZhaoEtAl2006SI,3.3300233e-04
626,b1m1~b1m1_b2m1_b3m4_b4m1_b5m2_b6m1_b7m2_b8m3_b9m4,AkkarBommer2010() AkkarBommer2010() NathEtAl2012Lower() AtkinsonBoore2006() ToroEtAl2002() AtkinsonB,3.3400234e-04
627,b1m1~b1m4_b2m1_b3m1_b4m2_b5m2_b6m3_b7m1_b8m2_b9m1,Kanno2006Shallow() AkkarBommer2010() AtkinsonBoore2006() ToroEtAl2002() ToroEtAl2002() Kanno2006Deep,3.3300233e-04
628,b1m1~b1m3_b2m5_b3m2_b4m1_b5m1_b6m1_b7m3_b8m4_b9m3,CampbellBozorgnia2008() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() AtkinsonBoore2006() Atki,3.3400234e-04
629,b1m1~b1m2_b2m2_b3m2_b4m3_b5m3_b6m2_b7m4_b8m1_b9m1,BooreAtkinson2008() BooreAtkinson2008() ToroEtAl2002() SharmaEtAl2009() Campbell2003() ZhaoEtAl2006S,3.3300233e-04
630,b1m1~b1m1_b2m5_b3m1_b4m3_b5m4_b6m1_b7m2_b8m4_b9m2,AkkarBommer2010() SharmaEtAl2009() AtkinsonBoore2006() SharmaEtAl2009() RaghukanthIyengar2007() Atki,3.3400234e-04
631,b1m1~b1m4_b2m4_b3m2_b4m4_b5m3_b6m2_b7m3_b8m4_b9m2,Kanno2006Shallow() Kanno2006Shallow() ToroEtAl2002() NathEtAl2012Upper() Campbell2003() ZhaoEtAl2006,3.3300233e-04
632,b1m1~b1m2_b2m2_b3m2_b4m3_b5m3_b6m1_b7m4_b8m4_b9m2,BooreAtkinson2008() BooreAtkinson2008() ToroEtAl2002() SharmaEtAl2009() Campbell2003() AtkinsonBoore,3.3400234e-04
633,b1m1~b1m4_b2m1_b3m3_b4m2_b5m2_b6m1_b7m4_b8m1_b9m4,Kanno2006Shallow() AkkarBommer2010() SharmaEtAl2009() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore200,3.3400234e-04
634,b1m1~b1m3_b2m4_b3m1_b4m1_b5m3_b6m2_b7m1_b8m2_b9m1,CampbellBozorgnia2008() Kanno2006Shallow() AtkinsonBoore2006() AtkinsonBoore2006() Campbell2003() Zh,3.3300233e-04
635,b1m1~b1m4_b2m4_b3m2_b4m3_b5m4_b6m3_b7m1_b8m3_b9m4,Kanno2006Shallow() Kanno2006Shallow() ToroEtAl2002() SharmaEtAl2009() RaghukanthIyengar2007() Kanno2,3.3300233e-04
636,b1m1~b1m1_b2m4_b3m3_b4m2_b5m1_b6m3_b7m1_b8m4_b9m4,AkkarBommer2010() Kanno2006Shallow() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() Kanno2006De,3.3300233e-04
637,b1m1~b1m4_b2m5_b3m3_b4m1_b5m2_b6m1_b7m2_b8m3_b9m2,Kanno2006Shallow() SharmaEtAl2009() SharmaEtAl2009() AtkinsonBoore2006() ToroEtAl2002() AtkinsonBoor,3.3400234e-04
638,b1m1~b1m3_b2m4_b3m3_b4m1_b5m3_b6m1_b7m3_b8m4_b9m4,CampbellBozorgnia2008() Kanno2006Shallow() SharmaEtAl2009() AtkinsonBoore2006() Campbell2003() Atkin,3.3400234e-04
639,b1m1~b1m2_b2m5_b3m4_b4m2_b5m4_b6m1_b7m2_b8m2_b9m1,BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Lower() ToroEtAl2002() RaghukanthIyengar2007() Atki,3.3400234e-04
640,b1m1~b1m2_b2m3_b3m3_b4m4_b5m2_b6m2_b7m3_b8m2_b9m3,BooreAtkinson2008() CampbellBozorgnia2008() SharmaEtAl2009() NathEtAl2012Upper() ToroEtAl2002() Zhao,3.3300233e-04
641,b1m1~b1m4_b2m4_b3m1_b4m3_b5m1_b6m2_b7m3_b8m1_b9m4,Kanno2006Shallow() Kanno2006Shallow() AtkinsonBoore2006() SharmaEtAl2009() AtkinsonBoore2006() ZhaoE,3.3300233e-04
642,b1m1~b1m4_b2m1_b3m4_b4m1_b5m2_b6m2_b7m3_b8m1_b9m1,Kanno2006Shallow() AkkarBommer2010() NathEtAl2012Lower() AtkinsonBoore2006() ToroEtAl2002() ZhaoEtAl,3.3300233e-04
643,b1m1~b1m1_b2m5_b3m3_b4m2_b5m3_b6m2_b7m4_b8m4_b9m2,AkkarBommer2010() SharmaEtAl2009() SharmaEtAl2009() ToroEtAl2002() Campbell2003() ZhaoEtAl2006SInter,3.3300233e-04
644,b1m1~b1m1_b2m5_b3m4_b4m1_b5m4_b6m3_b7m2_b8m4_b9m2,AkkarBommer2010() SharmaEtAl2009() NathEtAl2012Lower() AtkinsonBoore2006() RaghukanthIyengar2007() K,3.3300233e-04
645,b1m1~b1m4_b2m5_b3m1_b4m1_b5m2_b6m3_b7m3_b8m2_b9m1,Kanno2006Shallow() SharmaEtAl2009() AtkinsonBoore2006() AtkinsonBoore2006() ToroEtAl2002() Kanno2006,3.3300233e-04
646,b1m1~b1m1_b2m3_b3m1_b4m3_b5m3_b6m3_b7m2_b8m2_b9m3,AkkarBommer2010() CampbellBozorgnia2008() AtkinsonBoore2006() SharmaEtAl2009() Campbell2003() Kanno2,3.3300233e-04
647,b1m1~b1m2_b2m4_b3m2_b4m4_b5m3_b6m2_b7m4_b8m3_b9m2,BooreAtkinson2008() Kanno2006Shallow() ToroEtAl2002() NathEtAl2012Upper() Campbell2003() ZhaoEtAl200,3.3300233e-04
648,b1m1~b1m1_b2m2_b3m4_b4m3_b5m1_b6m1_b7m1_b8m3_b9m2,AkkarBommer2010() BooreAtkinson2008() NathEtAl2012Lower() SharmaEtAl2009() AtkinsonBoore2006() Atkin,3.3400234e-04
649,b1m1~b1m4_b2m3_b3m1_b4m3_b5m2_b6m1_b7m4_b8m2_b9m2,Kanno2006Shallow() CampbellBozorgnia2008() AtkinsonBoore2006() SharmaEtAl2009() ToroEtAl2002() Atkin,3.3400234e-04
650,b1m1~b1m2_b2m3_b3m4_b4m4_b5m4_b6m1_b7m1_b8m2_b9m1,BooreAtkinson2008() CampbellBozorgnia2008() NathEtAl2012Lower() NathEtAl2012Upper() RaghukanthIyenga,3.3400234e-04
651,b1m1~b1m2_b2m3_b3m4_b4m3_b5m4_b6m1_b7m3_b8m1_b9m4,BooreAtkinson2008() CampbellBozorgnia2008() NathEtAl2012Lower() SharmaEtAl2009() RaghukanthIyengar20,3.3400234e-04
652,b1m1~b1m2_b2m1_b3m3_b4m2_b5m1_b6m1_b7m3_b8m1_b9m2,BooreAtkinson2008() AkkarBommer2010() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() AtkinsonBo,3.3400234e-04
653,b1m1~b1m3_b2m1_b3m2_b4m1_b5m1_b6m3_b7m4_b8m1_b9m4,CampbellBozorgnia2008() AkkarBommer2010() ToroEtAl2002() AtkinsonBoore2006() AtkinsonBoore2006() Kan,3.3300233e-04
654,b1m1~b1m3_b2m4_b3m4_b4m3_b5m4_b6m3_b7m2_b8m4_b9m3,CampbellBozorgnia2008() Kanno2006Shallow() NathEtAl2012Lower() SharmaEtAl2009() RaghukanthIyengar200,3.3300233e-04
655,b1m1~b1m4_b2m1_b3m4_b4m4_b5m4_b6m2_b7m1_b8m3_b9m2,Kanno2006Shallow() AkkarBommer2010() NathEtAl2012Lower() NathEtAl2012Upper() RaghukanthIyengar2007(),3.3300233e-04
656,b1m1~b1m1_b2m2_b3m4_b4m3_b5m2_b6m1_b7m4_b8m3_b9m2,AkkarBommer2010() BooreAtkinson2008() NathEtAl2012Lower() SharmaEtAl2009() ToroEtAl2002() AtkinsonBo,3.3400234e-04
657,b1m1~b1m2_b2m4_b3m4_b4m4_b5m3_b6m1_b7m2_b8m1_b9m3,BooreAtkinson2008() Kanno2006Shallow() NathEtAl2012Lower() NathEtAl2012Upper() Campbell2003() Atkins,3.3400234e-04
658,b1m1~b1m2_b2m4_b3m1_b4m4_b5m1_b6m3_b7m4_b8m3_b9m2,BooreAtkinson2008() Kanno2006Shallow() AtkinsonBoore2006() NathEtAl2012Upper() AtkinsonBoore2006() K,3.3300233e-04
659,b1m1~b1m1_b2m1_b3m4_b4m1_b5m4_b6m1_b7m2_b8m4_b9m4,AkkarBommer2010() AkkarBommer2010() NathEtAl2012Lower() AtkinsonBoore2006() RaghukanthIyengar2007() ,3.3400234e-04
660,b1m1~b1m4_b2m1_b3m3_b4m2_b5m1_b6m1_b7m1_b8m1_b9m1,Kanno2006Shallow() AkkarBommer2010() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() AtkinsonBoo,3.3400234e-04
661,b1m1~b1m1_b2m4_b3m2_b4m3_b5m3_b6m2_b7m4_b8m2_b9m4,AkkarBommer2010() Kanno2006Shallow() ToroEtAl2002() SharmaEtAl2009() Campbell2003() ZhaoEtAl2006SInt,3.3300233e-04
662,b1m1~b1m1_b2m1_b3m4_b4m1_b5m2_b6m3_b7m1_b8m2_b9m1,AkkarBommer2010() AkkarBommer2010() NathEtAl2012Lower() AtkinsonBoore2006() ToroEtAl2002() Kanno2006,3.3300233e-04
663,b1m1~b1m1_b2m2_b3m2_b4m2_b5m2_b6m1_b7m3_b8m4_b9m1,AkkarBommer2010() BooreAtkinson2008() ToroEtAl2002() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore2003,3.3400234e-04
664,b1m1~b1m3_b2m2_b3m1_b4m1_b5m3_b6m3_b7m1_b8m1_b9m4,CampbellBozorgnia2008() BooreAtkinson2008() AtkinsonBoore2006() AtkinsonBoore2006() Campbell2003() K,3.3300233e-04
665,b1m1~b1m1_b2m3_b3m2_b4m1_b5m1_b6m1_b7m1_b8m4_b9m4,AkkarBommer2010() CampbellBozorgnia2008() ToroEtAl2002() AtkinsonBoore2006() AtkinsonBoore2006() Atk,3.3400234e-04
666,b1m1~b1m1_b2m5_b3m1_b4m4_b5m3_b6m3_b7m2_b8m2_b9m4,AkkarBommer2010() SharmaEtAl2009() AtkinsonBoore2006() NathEtAl2012Upper() Campbell2003() Kanno2006D,3.3300233e-04
667,b1m1~b1m4_b2m1_b3m2_b4m2_b5m4_b6m1_b7m1_b8m4_b9m4,Kanno2006Shallow() AkkarBommer2010() ToroEtAl2002() ToroEtAl2002() RaghukanthIyengar2007() AtkinsonB,3.3400234e-04
668,b1m1~b1m2_b2m4_b3m2_b4m4_b5m3_b6m2_b7m4_b8m2_b9m3,BooreAtkinson2008() Kanno2006Shallow() ToroEtAl2002() NathEtAl2012Upper() Campbell2003() ZhaoEtAl200,3.3300233e-04
669,b1m1~b1m3_b2m4_b3m1_b4m4_b5m1_b6m1_b7m1_b8m1_b9m2,CampbellBozorgnia2008() Kanno2006Shallow() AtkinsonBoore2006() NathEtAl2012Upper() AtkinsonBoore2006,3.3400234e-04
670,b1m1~b1m2_b2m3_b3m3_b4m4_b5m2_b6m1_b7m4_b8m1_b9m1,BooreAtkinson2008() CampbellBozorgnia2008() SharmaEtAl2009() NathEtAl2012Upper() ToroEtAl2002() Atki,3.3400234e-04
671,b1m1~b1m1_b2m4_b3m4_b4m4_b5m4_b6m3_b7m2_b8m3_b9m4,AkkarBommer2010() Kanno2006Shallow() NathEtAl2012Lower() NathEtAl2012Upper() RaghukanthIyengar2007(),3.3300233e-04
672,b1m1~b1m2_b2m3_b3m2_b4m3_b5m2_b6m3_b7m4_b8m4_b9m4,BooreAtkinson2008() CampbellBozorgnia2008() ToroEtAl2002() SharmaEtAl2009() ToroEtAl2002() Kanno2006,3.3300233e-04
673,b1m1~b1m4_b2m3_b3m4_b4m2_b5m3_b6m1_b7m2_b8m4_b9m4,Kanno2006Shallow() CampbellBozorgnia2008() NathEtAl2012Lower() ToroEtAl2002() Campbell2003() Atkinso,3.3400234e-04
674,b1m1~b1m4_b2m1_b3m3_b4m2_b5m4_b6m3_b7m2_b8m3_b9m3,Kanno2006Shallow() AkkarBommer2010() SharmaEtAl2009() ToroEtAl2002() RaghukanthIyengar2007() Kanno20,3.3300233e-04
675,b1m1~b1m4_b2m2_b3m1_b4m2_b5m1_b6m2_b7m2_b8m1_b9m4,Kanno2006Shallow() BooreAtkinson2008() AtkinsonBoore2006() ToroEtAl2002() AtkinsonBoore2006() ZhaoEt,3.3300233e-04
676,b1m1~b1m3_b2m3_b3m1_b4m3_b5m1_b6m3_b7m2_b8m2_b9m4,CampbellBozorgnia2008() CampbellBozorgnia2008() AtkinsonBoore2006() SharmaEtAl2009() AtkinsonBoore20,3.3300233e-04
677,b1m1~b1m4_b2m1_b3m2_b4m4_b5m4_b6m2_b7m1_b8m3_b9m4,Kanno2006Shallow() AkkarBommer2010() ToroEtAl2002() NathEtAl2012Upper() RaghukanthIyengar2007() Zhao,3.3300233e-04
678,b1m1~b1m4_b2m2_b3m3_b4m1_b5m4_b6m2_b7m4_b8m1_b9m2,Kanno2006Shallow() BooreAtkinson2008() SharmaEtAl2009() AtkinsonBoore2006() RaghukanthIyengar2007() ,3.3300233e-04
679,b1m1~b1m1_b2m1_b3m4_b4m4_b5m3_b6m1_b7m3_b8m1_b9m3,AkkarBommer2010() AkkarBommer2010() NathEtAl2012Lower() NathEtAl2012Upper() Campbell2003() AtkinsonB,3.3400234e-04
680,b1m1~b1m3_b2m4_b3m3_b4m1_b5m2_b6m3_b7m4_b8m3_b9m4,CampbellBozorgnia2008() Kanno2006Shallow() SharmaEtAl2009() AtkinsonBoore2006() ToroEtAl2002() Kanno,3.3300233e-04
681,b1m1~b1m2_b2m3_b3m2_b4m4_b5m2_b6m2_b7m3_b8m1_b9m1,BooreAtkinson2008() CampbellBozorgnia2008() ToroEtAl2002() NathEtAl2012Upper() ToroEtAl2002() ZhaoEt,3.3300233e-04
682,b1m1~b1m1_b2m1_b3m2_b4m2_b5m1_b6m3_b7m3_b8m1_b9m1,AkkarBommer2010() AkkarBommer2010() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore2006() Kanno2006Deep(,3.3300233e-04
683,b1m1~b1m4_b2m2_b3m2_b4m3_b5m3_b6m1_b7m4_b8m4_b9m1,Kanno2006Shallow() BooreAtkinson2008() ToroEtAl2002() SharmaEtAl2009() Campbell2003() AtkinsonBoore2,3.3400234e-04
684,b1m1~b1m2_b2m4_b3m1_b4m4_b5m3_b6m1_b7m4_b8m1_b9m3,BooreAtkinson2008() Kanno2006Shallow() AtkinsonBoore2006() NathEtAl2012Upper() Campbell2003() Atkins,3.3400234e-04
685,b1m1~b1m2_b2m3_b3m3_b4m2_b5m4_b6m2_b7m3_b8m3_b9m3,BooreAtkinson2008() CampbellBozorgnia2008() SharmaEtAl2009() ToroEtAl2002() RaghukanthIyengar2007() ,3.3300233e-04
686,b1m1~b1m2_b2m4_b3m2_b4m4_b5m1_b6m1_b7m1_b8m3_b9m4,BooreAtkinson2008() Kanno2006Shallow() ToroEtAl2002() NathEtAl2012Upper() AtkinsonBoore2006() Atkins,3.3400234e-04
687,b1m1~b1m4_b2m5_b3m2_b4m2_b5m1_b6m2_b7m1_b8m1_b9m3,Kanno2006Shallow() SharmaEtAl2009() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore2006() ZhaoEtAl2006SI,3.3300233e-04
688,b1m1~b1m4_b2m4_b3m3_b4m3_b5m1_b6m2_b7m1_b8m1_b9m1,Kanno2006Shallow() Kanno2006Shallow() SharmaEtAl2009() SharmaEtAl2009() AtkinsonBoore2006() ZhaoEtAl,3.3300233e-04
689,b1m1~b1m1_b2m4_b3m1_b4m2_b5m4_b6m2_b7m3_b8m1_b9m1,AkkarBommer2010() Kanno2006Shallow() AtkinsonBoore2006() ToroEtAl2002() RaghukanthIyengar2007() Zhao,3.3300233e-04
690,b1m1~b1m4_b2m5_b3m4_b4m1_b5m1_b6m3_b7m3_b8m2_b9m4,Kanno2006Shallow() SharmaEtAl2009() NathEtAl2012Lower() AtkinsonBoore2006() AtkinsonBoore2006() Kann,3.3300233e-04
691,b1m1~b1m2_b2m1_b3m3_b4m3_b5m2_b6m3_b7m1_b8m3_b9m2,BooreAtkinson2008() AkkarBommer2010() SharmaEtAl2009() SharmaEtAl2009() ToroEtAl2002() Kanno2006Deep,3.3300233e-04
692,b1m1~b1m2_b2m2_b3m4_b4m1_b5m1_b6m1_b7m3_b8m3_b9m3,BooreAtkinson2008() BooreAtkinson2008() NathEtAl2012Lower() AtkinsonBoore2006() AtkinsonBoore2006() ,3.3400234e-04
693,b1m1~b1m4_b2m3_b3m4_b4m4_b5m2_b6m2_b7m3_b8m3_b9m4,Kanno2006Shallow() CampbellBozorgnia2008() NathEtAl2012Lower() NathEtAl2012Upper() ToroEtAl2002() Zh,3.3300233e-04
694,b1m1~b1m3_b2m3_b3m2_b4m2_b5m3_b6m3_b7m2_b8m4_b9m1,CampbellBozorgnia2008() CampbellBozorgnia2008() ToroEtAl2002() ToroEtAl2002() Campbell2003() Kanno20,3.3300233e-04
695,b1m1~b1m2_b2m4_b3m4_b4m2_b5m4_b6m2_b7m1_b8m4_b9m1,BooreAtkinson2008() Kanno2006Shallow() NathEtAl2012Lower() ToroEtAl2002() RaghukanthIyengar2007() Zh,3.3300233e-04
696,b1m1~b1m4_b2m3_b3m3_b4m3_b5m3_b6m3_b7m1_b8m3_b9m4,Kanno2006Shallow() CampbellBozorgnia2008() SharmaEtAl2009() SharmaEtAl2009() Campbell2003() Kanno200,3.3300233e-04
697,b1m1~b1m1_b2m4_b3m1_b4m3_b5m1_b6m2_b7m2_b8m4_b9m3,AkkarBommer2010() Kanno2006Shallow() AtkinsonBoore2006() SharmaEtAl2009() AtkinsonBoore2006() ZhaoEt,3.3300233e-04
698,b1m1~b1m1_b2m1_b3m2_b4m1_b5m2_b6m2_b7m3_b8m4_b9m2,AkkarBommer2010() AkkarBommer2010() ToroEtAl2002() AtkinsonBoore2006() ToroEtAl2002() ZhaoEtAl2006SI,3.3300233e-04
699,b1m1~b1m3_b2m2_b3m3_b4m3_b5m3_b6m1_b7m1_b8m1_b9m2,CampbellBozorgnia2008() BooreAtkinson2008() SharmaEtAl2009() SharmaEtAl2009() Campbell2003() Atkinso,3.3400234e-04
700,b1m1~b1m2_b2m3_b3m4_b4m3_b5m4_b6m3_b7m4_b8m4_b9m1,BooreAtkinson2008() CampbellBozorgnia2008() NathEtAl2012Lower() SharmaEtAl2009() RaghukanthIyengar20,3.3300233e-04
701,b1m1~b1m2_b2m3_b3m3_b4m1_b5m3_b6m2_b7m4_b8m1_b9m3,BooreAtkinson2008() CampbellBozorgnia2008() SharmaEtAl2009() AtkinsonBoore2006() Campbell2003() Zhao,3.3300233e-04
702,b1m1~b1m3_b2m1_b3m1_b4m1_b5m4_b6m3_b7m4_b8m1_b9m2,CampbellBozorgnia2008() AkkarBommer2010() AtkinsonBoore2006() AtkinsonBoore2006() RaghukanthIyengar2,3.3300233e-04
703,b1m1~b1m2_b2m4_b3m1_b4m3_b5m3_b6m3_b7m3_b8m1_b9m3,BooreAtkinson2008() Kanno2006Shallow() AtkinsonBoore2006() SharmaEtAl2009() Campbell2003() Kanno2006,3.3300233e-04
704,b1m1~b1m1_b2m3_b3m1_b4m4_b5m3_b6m2_b7m2_b8m2_b9m3,AkkarBommer2010() CampbellBozorgnia2008() AtkinsonBoore2006() NathEtAl2012Upper() Campbell2003() Zha,3.3300233e-04
705,b1m1~b1m2_b2m3_b3m3_b4m2_b5m1_b6m2_b7m2_b8m1_b9m1,BooreAtkinson2008() CampbellBozorgnia2008() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() Zhao,3.3300233e-04
706,b1m1~b1m2_b2m3_b3m3_b4m3_b5m4_b6m1_b7m2_b8m3_b9m2,BooreAtkinson2008() CampbellBozorgnia2008() SharmaEtAl2009() SharmaEtAl2009() RaghukanthIyengar2007(,3.3400234e-04
707,b1m1~b1m1_b2m3_b3m1_b4m2_b5m1_b6m1_b7m1_b8m2_b9m4,AkkarBommer2010() CampbellBozorgnia2008() AtkinsonBoore2006() ToroEtAl2002() AtkinsonBoore2006() Atk,3.3400234e-04
708,b1m1~b1m2_b2m3_b3m1_b4m4_b5m2_b6m3_b7m2_b8m4_b9m1,BooreAtkinson2008() CampbellBozorgnia2008() AtkinsonBoore2006() NathEtAl2012Upper() ToroEtAl2002() K,3.3300233e-04
709,b1m1~b1m2_b2m5_b3m2_b4m2_b5m1_b6m3_b7m2_b8m3_b9m2,BooreAtkinson2008() SharmaEtAl2009() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore2006() Kanno2006Deep,3.3300233e-04
710,b1m1~b1m3_b2m2_b3m4_b4m3_b5m3_b6m2_b7m1_b8m3_b9m2,CampbellBozorgnia2008() BooreAtkinson2008() NathEtAl2012Lower() SharmaEtAl2009() Campbell2003() Zhao,3.3300233e-04
711,b1m1~b1m2_b2m2_b3m1_b4m3_b5m1_b6m2_b7m2_b8m3_b9m2,BooreAtkinson2008() BooreAtkinson2008() AtkinsonBoore2006() SharmaEtAl2009() AtkinsonBoore2006() Zha,3.3300233e-04
712,b1m1~b1m4_b2m2_b3m4_b4m3_b5m3_b6m2_b7m4_b8m4_b9m2,Kanno2006Shallow() BooreAtkinson2008() NathEtAl2012Lower() SharmaEtAl2009() Campbell2003() ZhaoEtAl2,3.3300233e-04
713,b1m1~b1m2_b2m1_b3m2_b4m2_b5m4_b6m2_b7m3_b8m1_b9m2,BooreAtkinson2008() AkkarBommer2010() ToroEtAl2002() ToroEtAl2002() RaghukanthIyengar2007() ZhaoEtAl,3.3300233e-04
714,b1m1~b1m1_b2m5_b3m3_b4m3_b5m4_b6m1_b7m4_b8m1_b9m3,AkkarBommer2010() SharmaEtAl2009() SharmaEtAl2009() SharmaEtAl2009() RaghukanthIyengar2007() Atkinso,3.3400234e-04
715,b1m1~b1m4_b2m5_b3m2_b4m3_b5m1_b6m2_b7m3_b8m3_b9m1,Kanno2006Shallow() SharmaEtAl2009() ToroEtAl2002() SharmaEtAl2009() AtkinsonBoore2006() ZhaoEtAl2006,3.3300233e-04
716,b1m1~b1m1_b2m2_b3m3_b4m3_b5m3_b6m1_b7m1_b8m2_b9m3,AkkarBommer2010() BooreAtkinson2008() SharmaEtAl2009() SharmaEtAl2009() Campbell2003() AtkinsonBoore,3.3400234e-04
717,b1m1~b1m1_b2m1_b3m2_b4m1_b5m2_b6m1_b7m1_b8m1_b9m4,AkkarBommer2010() AkkarBommer2010() ToroEtAl2002() AtkinsonBoore2006() ToroEtAl2002() AtkinsonBoore2,3.3400234e-04
718,b1m1~b1m2_b2m2_b3m3_b4m4_b5m3_b6m3_b7m4_b8m3_b9m2,BooreAtkinson2008() BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Upper() Campbell2003() Kanno200,3.3300233e-04
719,b1m1~b1m2_b2m3_b3m2_b4m1_b5m3_b6m2_b7m4_b8m2_b9m1,BooreAtkinson2008() CampbellBozorgnia2008() ToroEtAl2002() AtkinsonBoore2006() Campbell2003() ZhaoEt,3.3300233e-04
720,b1m1~b1m1_b2m4_b3m1_b4m3_b5m1_b6m2_b7m4_b8m1_b9m2,AkkarBommer2010() Kanno2006Shallow() AtkinsonBoore2006() SharmaEtAl2009() AtkinsonBoore2006() ZhaoEt,3.3300233e-04
721,b1m1~b1m3_b2m3_b3m4_b4m1_b5m3_b6m2_b7m3_b8m4_b9m1,CampbellBozorgnia2008() CampbellBozorgnia2008() NathEtAl2012Lower() AtkinsonBoore2006() Campbell2003,3.3300233e-04
722,b1m1~b1m1_b2m1_b3m4_b4m3_b5m4_b6m1_b7m1_b8m3_b9m3,AkkarBommer2010() AkkarBommer2010() NathEtAl2012Lower() SharmaEtAl2009() RaghukanthIyengar2007() Atk,3.3400234e-04
723,b1m1~b1m3_b2m1_b3m3_b4m4_b5m1_b6m3_b7m2_b8m4_b9m1,CampbellBozorgnia2008() AkkarBommer2010() SharmaEtAl2009() NathEtAl2012Upper() AtkinsonBoore2006() K,3.3300233e-04
724,b1m1~b1m1_b2m1_b3m3_b4m2_b5m4_b6m1_b7m4_b8m2_b9m4,AkkarBommer2010() AkkarBommer2010() SharmaEtAl2009() ToroEtAl2002() RaghukanthIyengar2007() Atkinson,3.3400234e-04
725,b1m1~b1m2_b2m4_b3m3_b4m2_b5m4_b6m2_b7m3_b8m1_b9m4,BooreAtkinson2008() Kanno2006Shallow() SharmaEtAl2009() ToroEtAl2002() RaghukanthIyengar2007() ZhaoE,3.3300233e-04
726,b1m1~b1m3_b2m4_b3m2_b4m3_b5m2_b6m1_b7m2_b8m3_b9m1,CampbellBozorgnia2008() Kanno2006Shallow() ToroEtAl2002() SharmaEtAl2009() ToroEtAl2002() AtkinsonBo,3.3400234e-04
727,b1m1~b1m1_b2m5_b3m4_b4m4_b5m1_b6m1_b7m2_b8m2_b9m1,AkkarBommer2010() SharmaEtAl2009() NathEtAl2012Lower() NathEtAl2012Upper() AtkinsonBoore2006() Atkin,3.3400234e-04
728,b1m1~b1m4_b2m3_b3m4_b4m3_b5m3_b6m2_b7m4_b8m4_b9m1,Kanno2006Shallow() CampbellBozorgnia2008() NathEtAl2012Lower() SharmaEtAl2009() Campbell2003() ZhaoE,3.3300233e-04
729,b1m1~b1m4_b2m4_b3m1_b4m4_b5m3_b6m2_b7m4_b8m3_b9m1,Kanno2006Shallow() Kanno2006Shallow() AtkinsonBoore2006() NathEtAl2012Upper() Campbell2003() ZhaoEtA,3.3300233e-04
