siteid,lon,lat,prob40,prob30,prob20,prob15,prob10,prob9,prob8,prob7,prob6,prob5,prob4,prob3,prob2,prob1,prob_pt8,prob_pt6,prob_pt5,
1412,76.6,17.8,0.100532,0.142275,0.197638,0.279893,0.343092,0.440998,0.468358,0.499958,0.537131,0.58189,0.637491,0.70965,0.809673,0.964692,1.269909,1.379323,1.528496,1.627768
1413,76.8,17.8,0.088781,0.130068,0.183506,0.263051,0.324341,0.419571,0.446237,0.477063,0.513362,0.557128,0.611576,0.682355,0.78066,0.933429,1.235422,1.344026,1.492345,1.591189
1414,77,17.8,0.076954,0.114648,0.163596,0.236873,0.293664,0.382416,0.407363,0.436247,0.470315,0.511468,0.56278,0.629667,0.722871,0.868311,1.157496,1.261971,1.405024,1.500573
1415,77.2,17.8,0.064981,0.098684,0.142678,0.208967,0.260639,0.341871,0.364795,0.391379,0.422786,0.460788,0.508258,0.570271,0.656941,0.792691,1.063881,1.162166,1.297013,1.387228
1416,77.4,17.8,0.052334,0.081468,0.119696,0.177731,0.223295,0.295424,0.315887,0.339673,0.367847,0.402031,0.444865,0.501015,0.579818,0.704018,0.95449,1.045902,1.171804,1.256366
1417,77.6,17.8,0.044118,0.070355,0.10484,0.157334,0.198656,0.264228,0.282861,0.304536,0.330236,0.361457,0.400629,0.452048,0.524309,0.638374,0.869143,0.953529,1.069851,1.148014
1418,77.8,17.8,0.034994,0.059196,0.090963,0.139325,0.177457,0.238106,0.255372,0.275472,0.299325,0.328331,0.364772,0.412691,0.480186,0.586993,0.803827,0.88337,0.993186,1.067079
1419,78,17.8,0.026338,0.048826,0.078363,0.123491,0.159253,0.216487,0.232856,0.25195,0.274659,0.302343,0.337221,0.383234,0.448313,0.551916,0.763945,0.842153,0.950492,1.023631
1420,78.2,17.8,0.021804,0.041995,0.072646,0.118789,0.154953,0.212343,0.228673,0.247686,0.270252,0.297695,0.332181,0.377546,0.441494,0.542883,0.749203,0.824986,0.929708,1.000232
1421,78.4,17.8,0.021014,0.03817,0.06954,0.116256,0.152568,0.209835,0.22607,0.244943,0.267305,0.294458,0.32852,0.373245,0.436162,0.535625,0.737148,0.811002,0.91295,0.981509
1422,78.6,17.8,0.020893,0.038072,0.068854,0.114524,0.149929,0.205663,0.221446,0.239786,0.26151,0.287878,0.320943,0.364345,0.425383,0.521835,0.717145,0.788694,0.887439,0.953858
1423,78.8,17.8,0.021792,0.034905,0.065631,0.112155,0.147908,0.203789,0.219547,0.23783,0.259447,0.285636,0.318412,0.361338,0.421555,0.516442,0.707784,0.777656,0.873933,0.938595
1424,79,17.8,0.019586,0.032587,0.061162,0.10611,0.140867,0.195507,0.210975,0.22895,0.250246,0.276099,0.308528,0.351109,0.411019,0.505805,0.698205,0.768792,0.86632,0.931995
1425,79.2,17.8,0.021332,0.03525,0.062657,0.106386,0.140443,0.194279,0.209571,0.227365,0.248476,0.274147,0.306399,0.348818,0.408599,0.50335,0.696346,0.767306,0.865378,0.93143
1426,79.4,17.8,0.024493,0.039703,0.067083,0.110121,0.143889,0.197549,0.212835,0.230643,0.251793,0.27754,0.309933,0.352609,0.412873,0.508636,0.704285,0.776383,0.876173,0.943476
1427,79.6,17.8,0.030073,0.048612,0.078521,0.123688,0.159111,0.215269,0.231229,0.2498,0.271829,0.298606,0.332239,0.376461,0.438758,0.53734,0.737325,0.810675,0.911961,0.980108
1428,79.8,17.8,0.040666,0.063492,0.09602,0.144962,0.183129,0.243219,0.260211,0.279939,0.303283,0.331585,0.367016,0.413409,0.478416,0.58062,0.786075,0.860849,0.963658,1.032581
1429,80,17.8,0.052052,0.078722,0.113302,0.165044,0.205154,0.267952,0.285644,0.306151,0.330367,0.359657,0.396229,0.443986,0.510711,0.615277,0.824488,0.900411,1.004665,1.074502
1430,80.2,17.8,0.073046,0.104697,0.145369,0.20522,0.250827,0.320998,0.340508,0.36299,0.389368,0.421041,0.460269,0.511006,0.581047,0.689018,0.899827,0.974955,1.077141,1.145028
1431,80.4,17.8,0.082523,0.115391,0.15856,0.221541,0.269189,0.341988,0.362139,0.38532,0.41247,0.445012,0.485236,0.537138,0.608584,0.718363,0.931841,1.007726,1.110816,1.179234
1432,80.6,17.8,0.087403,0.118197,0.162138,0.226242,0.274743,0.348843,0.369357,0.392956,0.420601,0.453743,0.494717,0.547597,0.620413,0.732352,0.95022,1.027728,1.13308,1.203036
1433,80.8,17.8,0.083849,0.112802,0.153451,0.217487,0.266076,0.340591,0.361279,0.385111,0.41307,0.446647,0.488246,0.542073,0.616443,0.731288,0.95641,1.03697,1.14684,1.220023
1434,81,17.8,0.074023,0.101114,0.136966,0.200898,0.249513,0.324348,0.345188,0.369225,0.397465,0.431435,0.4736,0.528294,0.604095,0.721588,0.953173,1.036396,1.150141,1.226025
1435,81.2,17.8,0.060993,0.086226,0.119082,0.18269,0.232003,0.307943,0.329118,0.353559,0.382291,0.416872,0.459819,0.515551,0.592835,0.712732,0.949076,1.033883,1.149581,1.226623
1436,81.4,17.8,0.040734,0.05954,0.084277,0.137554,0.180783,0.247849,0.266675,0.288481,0.314226,0.345377,0.38431,0.435221,0.506502,0.618617,0.84485,0.927532,1.041496,1.118103
1437,81.6,17.8,0.029429,0.045428,0.06657,0.117234,0.158937,0.223561,0.241702,0.262718,0.287539,0.317581,0.355149,0.404327,0.473318,0.582154,0.802504,0.883255,0.994801,1.069928
1438,81.8,17.8,0.023587,0.037901,0.056771,0.104809,0.144777,0.206438,0.223706,0.243696,0.267283,0.295804,0.331435,0.378029,0.443318,0.546231,0.754529,0.830818,0.936139,1.007035
1439,82,17.8,0.018584,0.031433,0.048316,0.091291,0.127938,0.184442,0.200269,0.218597,0.240234,0.266416,0.299157,0.34203,0.402207,0.497302,0.690676,0.761817,0.86029,0.926736
1440,82.2,17.8,0.016054,0.028258,0.044194,0.081682,0.114972,0.166327,0.180721,0.197395,0.217091,0.24094,0.270786,0.309907,0.364889,0.451904,0.629359,0.694775,0.785428,0.846681
1441,82.4,17.8,0.01605,0.028496,0.044536,0.079032,0.109806,0.157047,0.170243,0.185505,0.203501,0.225251,0.252411,0.287917,0.337649,0.415955,0.574332,0.632341,0.7124,0.766282
1442,82.6,17.8,0.012795,0.0251,0.040861,0.071206,0.098788,0.141194,0.153052,0.166773,0.182961,0.202535,0.226999,0.259017,0.303931,0.374814,0.518584,0.571374,0.644367,0.693563
1443,82.8,17.8,0.008334,0.020489,0.035989,0.063679,0.088702,0.127215,0.137991,0.150464,0.165184,0.182992,0.205255,0.234409,0.275342,0.34005,0.471673,0.520095,0.587125,0.632369
1444,83,17.8,0.004184,0.016602,0.032316,0.059634,0.083537,0.120061,0.130227,0.141969,0.155789,0.172461,0.193239,0.220345,0.25823,0.317775,0.437924,0.481849,0.542427,0.583179
1445,83.2,17.8,0.003128,0.012611,0.027446,0.052424,0.075478,0.110593,0.120348,0.131603,0.14484,0.160794,0.180655,0.206535,0.242664,0.299383,0.413705,0.455493,0.513129,0.5519
1446,83.4,17.8,0.000804,0.010732,0.023394,0.046707,0.068675,0.103184,0.11273,0.123725,0.136632,0.152154,0.171436,0.196495,0.231379,0.285963,0.395531,0.435481,0.490528,0.527533
1447,73.2,18,0.190133,0.235161,0.295051,0.386038,0.45671,0.566647,0.597394,0.632897,0.674632,0.72483,0.787084,0.867679,0.978998,1.15067,1.485831,1.605129,1.767206,1.874748
1448,73.4,18,0.208805,0.257333,0.321832,0.41967,0.49554,0.613361,0.646266,0.684232,0.728823,0.782406,0.848788,0.934613,1.052948,1.234982,1.588863,1.71441,1.884668,1.997409
1449,73.6,18,0.21906,0.270144,0.337944,0.440619,0.520146,0.643538,0.677975,0.7177,0.764344,0.82038,0.889784,0.979476,1.103084,1.293129,1.662381,1.793349,1.970877,2.088396
1450,73.8,18,0.223257,0.275997,0.345995,0.452002,0.534105,0.661464,0.697002,0.737991,0.786116,0.843924,0.915504,1.007979,1.135365,1.331105,1.711059,1.84567,2.028007,2.148622
1451,74,18,0.214594,0.266259,0.334953,0.439241,0.520195,0.646053,0.681231,0.721835,0.769546,0.826906,0.898004,0.989972,1.11686,1.312263,1.6929,1.828131,2.011637,2.133231
1452,74.2,18,0.197096,0.24656,0.312477,0.412882,0.491033,0.612796,0.646883,0.686259,0.732562,0.788277,0.857394,0.946894,1.070523,1.261165,1.633329,1.765737,1.945533,2.064751
1453,74.4,18,0.166871,0.211848,0.272114,0.364584,0.437061,0.550631,0.582538,0.619457,0.662952,0.715401,0.780623,0.865296,0.982616,1.164201,1.520601,1.647941,1.821187,1.936261
1454,74.6,18,0.11825,0.151469,0.196176,0.265405,0.320293,0.407427,0.432141,0.460854,0.494841,0.53605,0.587638,0.655181,0.749773,0.898291,1.196357,1.304814,1.453899,1.553826
1455,74.8,18,0.095085,0.122475,0.159097,0.215554,0.260253,0.331285,0.351462,0.374925,0.402723,0.436466,0.478765,0.534237,0.61213,0.734957,0.98323,1.07409,1.199457,1.283814
1456,75,18,0.083671,0.107919,0.140173,0.189641,0.228669,0.290556,0.308119,0.328536,0.352724,0.382077,0.418869,0.467108,0.534826,0.641604,0.85768,0.93682,1.046044,1.119556
1457,75.2,18,0.079044,0.102452,0.133473,0.180826,0.218028,0.27678,0.293408,0.312714,0.335556,0.363236,0.39787,0.443191,0.506643,0.606325,0.806957,0.880164,0.980969,1.048664
1458,75.4,18,0.078157,0.102227,0.134272,0.183367,0.222008,0.28307,0.300353,0.320419,0.344152,0.372903,0.408859,0.455879,0.521657,0.624851,0.831875,0.907183,1.010712,1.080109
1459,75.6,18,0.08037,0.106486,0.141343,0.194855,0.237011,0.303646,0.322497,0.344375,0.370241,0.401559,0.440703,0.491858,0.563363,0.675375,0.899317,0.980562,1.092089,1.166762
1460,75.8,18,0.087103,0.116453,0.155566,0.215492,0.262615,0.33693,0.357915,0.382252,0.411003,0.445783,0.489213,0.545901,0.624997,0.748592,0.994812,1.083889,1.205967,1.287575
1461,76,18,0.094081,0.127736,0.172202,0.23974,0.292488,0.375196,0.398474,0.425435,0.457243,0.495666,0.543559,0.605934,0.692753,0.828039,1.096469,1.193251,1.325636,1.414
1462,76.2,18,0.103408,0.141262,0.190858,0.265562,0.323518,0.413928,0.439295,0.468638,0.503206,0.544891,0.596747,0.664139,0.757707,0.903041,1.189844,1.29279,1.433287,1.526883
1463,76.4,18,0.103762,0.142877,0.196791,0.277205,0.339146,0.435279,0.462174,0.493247,0.529808,0.573839,0.628547,0.699557,0.79802,0.950692,1.251316,1.359098,1.506093,1.603934
1464,76.6,18,0.100592,0.140316,0.195334,0.277094,0.339932,0.437321,0.464546,0.495998,0.532998,0.577558,0.632921,0.704784,0.804435,0.958945,1.263327,1.372496,1.521384,1.620495
1465,76.8,18,0.089228,0.128879,0.182045,0.261231,0.322273,0.417151,0.443724,0.474446,0.510625,0.554245,0.608513,0.679059,0.77705,0.929333,1.230329,1.338568,1.486386,1.584898
