siteid,lon,lat,prob40,prob30,prob20,prob15,prob10,prob9,prob8,prob7,prob6,prob5,prob4,prob3,prob2,prob1,prob_pt8,prob_pt6,prob_pt5,
4416,81,24.6,0.051603,0.072783,0.100955,0.144346,0.178809,0.23389,0.249615,0.267945,0.289725,0.316251,0.349634,0.393625,0.455727,0.554236,0.754989,0.828928,0.931288,1.000333
4417,81.2,24.6,0.048468,0.069477,0.097477,0.140762,0.175269,0.230643,0.246497,0.264997,0.28701,0.313861,0.347713,0.392411,0.455676,0.556372,0.762702,0.839026,0.944955,1.016564
4418,81.4,24.6,0.044316,0.065465,0.093631,0.137198,0.171991,0.227964,0.244019,0.262774,0.28511,0.312388,0.346822,0.392354,0.456917,0.559938,0.77185,0.850459,0.959695,1.033637
4419,81.6,24.6,0.040841,0.062339,0.09091,0.135062,0.170331,0.227115,0.243418,0.262467,0.285166,0.3129,0.347931,0.39429,0.460096,0.565304,0.782345,0.862987,0.975144,1.051141
4420,81.8,24.6,0.037748,0.059451,0.088781,0.133914,0.16988,0.227721,0.244319,0.263711,0.286816,0.315043,0.350691,0.397864,0.464826,0.571913,0.792936,0.875071,0.989321,1.066749
4421,82,24.6,0.03476,0.054224,0.08292,0.12711,0.162403,0.219356,0.235748,0.254927,0.277817,0.305837,0.341315,0.388399,0.455486,0.56329,0.787576,0.871484,0.988629,1.068255
4422,82.2,24.6,0.033029,0.050689,0.081329,0.127839,0.164577,0.223355,0.240183,0.259832,0.283233,0.31181,0.347901,0.395668,0.463505,0.572048,0.796482,0.880116,0.996601,1.075606
4423,82.4,24.6,0.030293,0.047584,0.078748,0.125832,0.162902,0.222072,0.238989,0.258733,0.282233,0.310916,0.347119,0.395006,0.462962,0.571557,0.795618,0.878956,0.99492,1.073512
4424,82.6,24.6,0.02712,0.043387,0.073705,0.119432,0.155399,0.212788,0.229196,0.248348,0.271144,0.298974,0.334107,0.380596,0.446609,0.552196,0.770344,0.851558,0.964614,1.04127
4425,82.8,24.6,0.024567,0.041817,0.069969,0.112646,0.146354,0.200328,0.215793,0.233858,0.255382,0.281682,0.314921,0.358951,0.421554,0.521864,0.729576,0.807021,0.91492,0.988123
4426,83,24.6,0.022765,0.038107,0.063967,0.103265,0.13436,0.184225,0.198528,0.215248,0.23518,0.259554,0.290384,0.331268,0.389478,0.482945,0.677128,0.749712,0.851008,0.919835
4427,83.2,24.6,0.020991,0.037015,0.061979,0.099878,0.129812,0.177693,0.1914,0.207404,0.226462,0.249735,0.27912,0.318002,0.373203,0.461497,0.643869,0.711694,0.806059,0.870011
4428,83.4,24.6,0.02059,0.036483,0.059625,0.094859,0.12273,0.167341,0.180114,0.195028,0.212789,0.23448,0.261871,0.298117,0.34958,0.431894,0.601972,0.665268,0.753345,0.813038
4429,83.6,24.6,0.021271,0.037537,0.059785,0.09369,0.120504,0.163382,0.175648,0.189964,0.207002,0.227797,0.254035,0.288722,0.337913,0.416445,0.578177,0.638231,0.721706,0.778217
4430,83.8,24.6,0.023308,0.038892,0.060442,0.093355,0.119415,0.161105,0.173032,0.18695,0.203515,0.223728,0.249228,0.282936,0.330725,0.407001,0.56399,0.622247,0.703223,0.758055
4431,84,24.6,0.025627,0.042546,0.06476,0.098582,0.125258,0.167751,0.179867,0.193988,0.210763,0.231195,0.256914,0.290816,0.338711,0.414774,0.569995,0.627194,0.706389,0.75983
4432,84.2,24.6,0.024338,0.040039,0.061366,0.094318,0.120646,0.163066,0.175253,0.189501,0.206486,0.227253,0.253506,0.288286,0.337726,0.416889,0.580552,0.641499,0.726385,0.783974
4433,84.4,24.6,0.024177,0.040548,0.062445,0.09654,0.123952,0.168338,0.181129,0.196098,0.213968,0.235844,0.263538,0.30028,0.352591,0.436497,0.610368,0.675222,0.765617,0.826966
4434,84.6,24.6,0.02381,0.040316,0.062623,0.097772,0.126304,0.17287,0.186356,0.202172,0.221092,0.244308,0.273775,0.312984,0.368999,0.459245,0.647476,0.717995,0.816486,0.883459
4435,84.8,24.6,0.025136,0.04243,0.065993,0.10343,0.13401,0.184159,0.198723,0.21582,0.236295,0.261445,0.293401,0.335969,0.396854,0.495078,0.700163,0.777008,0.88436,0.957376
4436,85,24.6,0.028552,0.046776,0.071758,0.111678,0.144404,0.198191,0.213827,0.232188,0.254183,0.281206,0.315546,0.361296,0.426733,0.53226,0.752376,0.834821,0.949936,1.028171
4437,85.2,24.6,0.035437,0.055255,0.082475,0.125957,0.161531,0.219819,0.236719,0.256541,0.280248,0.309326,0.346204,0.39521,0.465061,0.577156,0.80925,0.895632,1.015798,1.097193
4438,85.4,24.6,0.041377,0.062047,0.090552,0.136194,0.173552,0.234706,0.252417,0.27318,0.297996,0.32841,0.366944,0.41808,0.490836,0.607346,0.84781,0.937063,1.061024,1.14486
4439,85.6,24.6,0.048002,0.069094,0.098248,0.144938,0.183099,0.245418,0.263434,0.284531,0.309725,0.340564,0.379579,0.431261,0.504632,0.621793,0.862535,0.951578,1.074991,1.158305
4440,85.8,24.6,0.050531,0.070899,0.099172,0.144605,0.181821,0.2427,0.260317,0.280957,0.305615,0.335813,0.374038,0.424707,0.496699,0.611795,0.848784,0.936594,1.058437,1.140772
4441,86,24.6,0.052368,0.071723,0.098622,0.141879,0.177328,0.235358,0.25216,0.271851,0.295381,0.324209,0.360717,0.40914,0.478002,0.588219,0.815685,0.900143,1.017498,1.096905
4442,86.2,24.6,0.054574,0.073045,0.09867,0.139783,0.173414,0.228408,0.244322,0.26297,0.285252,0.312545,0.347108,0.392954,0.458163,0.562577,0.778282,0.858488,0.970026,1.045574
4443,86.4,24.6,0.053547,0.070598,0.094286,0.132378,0.163631,0.214941,0.229837,0.247316,0.268233,0.293907,0.326486,0.369818,0.431667,0.5312,0.738509,0.816116,0.924492,0.998175
4444,86.6,24.6,0.061082,0.079012,0.103729,0.143089,0.175088,0.227151,0.242171,0.25975,0.280728,0.306392,0.338846,0.381833,0.442883,0.540495,0.741866,0.816727,0.920886,0.991464
4445,86.8,24.6,0.062569,0.080312,0.104785,0.143797,0.175563,0.227355,0.24232,0.259849,0.280782,0.306413,0.338859,0.381886,0.443092,0.541197,0.744464,0.820296,0.926016,0.997789
4446,87,24.6,0.068809,0.089176,0.117416,0.16257,0.199335,0.259119,0.276349,0.2965,0.320529,0.349895,0.386978,0.435997,0.505429,0.616037,0.842922,0.926826,1.043172,1.121778
4447,87.2,24.6,0.075029,0.096929,0.127265,0.175679,0.215001,0.278752,0.297084,0.318503,0.344011,0.375144,0.414395,0.46618,0.539354,0.65556,0.892794,0.980175,1.101074,1.182592
4448,87.4,24.6,0.079019,0.102022,0.133897,0.184782,0.226109,0.293082,0.312331,0.334816,0.361588,0.394252,0.435412,0.489688,0.566327,0.687919,0.935742,1.026889,1.152903,1.237795
4449,87.6,24.6,0.084078,0.108358,0.141969,0.195537,0.238957,0.309159,0.329304,0.352818,0.380793,0.414889,0.457808,0.514326,0.594002,0.720152,0.976422,1.070434,1.200201,1.287487
4450,87.8,24.6,0.083037,0.108422,0.143233,0.19833,0.242843,0.31473,0.335356,0.359435,0.38809,0.42303,0.467037,0.525041,0.606916,0.736809,1.001523,1.098886,1.233452,1.324077
4451,88,24.6,0.088037,0.114501,0.150781,0.208154,0.254444,0.329076,0.350462,0.375413,0.405083,0.441229,0.486707,0.546574,0.630946,0.764513,1.035796,1.135283,1.27254,1.364828
4452,88.2,24.6,0.091509,0.118065,0.154731,0.213058,0.26029,0.336611,0.358505,0.38406,0.414456,0.4515,0.498124,0.559521,0.646083,0.783176,1.061677,1.163792,1.304669,1.399396
4453,88.4,24.6,0.094673,0.121326,0.15836,0.21759,0.26571,0.34363,0.366007,0.392134,0.423224,0.461127,0.508852,0.571725,0.660408,0.800927,1.086425,1.191124,1.335595,1.432759
4454,88.6,24.6,0.096552,0.123118,0.160243,0.219923,0.268589,0.347609,0.37034,0.396899,0.428524,0.467108,0.515733,0.579855,0.670407,0.814066,1.106522,1.213971,1.362411,1.462354
4455,88.8,24.6,0.103656,0.131107,0.169482,0.231109,0.28127,0.362541,0.385879,0.413128,0.445547,0.485063,0.534809,0.600326,0.692683,0.838855,1.135431,1.244136,1.394099,1.494916
4456,89,24.6,0.111098,0.139445,0.179037,0.242509,0.29408,0.377487,0.401412,0.429329,0.462525,0.502962,0.553824,0.620737,0.714943,0.863828,1.165373,1.27574,1.427857,1.530048
4457,89.2,24.6,0.12106,0.150886,0.192481,0.259012,0.31295,0.400007,0.424943,0.45402,0.488567,0.530607,0.583425,0.652822,0.750386,0.904322,1.215289,1.328846,1.485182,1.590105
4458,89.4,24.6,0.132386,0.163881,0.207735,0.277762,0.334457,0.425846,0.451994,0.482468,0.518651,0.562655,0.617904,0.690449,0.792376,0.953091,1.277312,1.395633,1.558512,1.667845
4459,89.6,24.6,0.152335,0.18728,0.235712,0.312599,0.37451,0.473752,0.502029,0.534922,0.573901,0.6212,0.680439,0.758003,0.866611,1.037029,1.378134,1.501858,1.671609,1.785213
4460,89.8,24.6,0.170238,0.208255,0.260815,0.343998,0.410766,0.517412,0.547722,0.582947,0.624643,0.67518,0.738393,0.821038,0.936537,1.117294,1.47784,1.60833,1.787209,1.906825
4461,90,24.6,0.189043,0.230367,0.28734,0.377174,0.449,0.563454,0.596329,0.634498,0.679635,0.734282,0.802554,0.891676,1.016002,1.210109,1.595999,1.735312,1.926012,2.05334
4462,90.2,24.6,0.209461,0.2543,0.315887,0.41348,0.491748,0.615879,0.650995,0.691724,0.739833,0.798,0.870547,0.96507,1.096614,1.301318,1.706233,1.851825,2.050622,2.183568
4463,90.4,24.6,0.225541,0.273364,0.340305,0.445275,0.528709,0.660742,0.698034,0.741255,0.79226,0.853868,0.930625,1.030509,1.169294,1.385312,1.813436,1.967004,2.176404,2.315724
4464,90.6,24.6,0.240958,0.292371,0.363427,0.474525,0.562618,0.701697,0.740908,0.786317,0.839857,0.904467,0.985612,1.091116,1.237503,1.464496,1.911131,2.071081,2.289014,2.433924
4465,90.8,24.6,0.254651,0.309101,0.38362,0.499811,0.591699,0.736365,0.777071,0.824301,0.880445,0.948155,1.032374,1.141752,1.293402,1.528354,1.990098,2.155363,2.380482,2.530151
4466,91,24.6,0.265278,0.321493,0.398265,0.517596,0.611684,0.760237,0.802396,0.851173,0.90863,0.977894,1.063999,1.175756,1.33058,1.57025,2.040923,2.209327,2.438707,2.591238
4467,91.2,24.6,0.22273,0.26888,0.332381,0.432203,0.512959,0.643171,0.680162,0.723152,0.774048,0.835754,0.912973,1.01399,1.155292,1.376835,1.820366,1.981379,2.202367,2.35025
4468,91.4,24.6,0.22112,0.267324,0.330978,0.431124,0.513856,0.646253,0.683907,0.727685,0.779536,0.842431,0.921175,1.024224,1.168413,1.394509,1.847071,2.011289,2.236527,2.387156
4469,91.6,24.6,0.225749,0.273337,0.338884,0.446969,0.533783,0.672425,0.711835,0.757643,0.811883,0.877651,0.959954,1.067595,1.21807,1.453718,1.924291,2.094683,2.328151,2.484163
4470,91.8,24.6,0.233784,0.283626,0.356154,0.471184,0.563531,0.710975,0.752879,0.80158,0.859238,0.929136,1.016579,1.130901,1.290649,1.540653,2.039339,2.219782,2.466898,2.631947
4471,92,24.6,0.248753,0.305052,0.383251,0.507079,0.606329,0.764541,0.809451,0.861618,0.923337,0.998102,1.091557,1.213615,1.383963,1.650106,2.17956,2.370642,2.631953,2.806226
4472,92.2,24.6,0.267288,0.328048,0.412237,0.54545,0.652156,0.822171,0.870419,0.926458,0.992757,1.073072,1.173475,1.304625,1.487684,1.773765,2.342823,2.548151,2.828836,3.015937
4473,92.4,24.6,0.296451,0.363711,0.456709,0.603474,0.720752,0.907189,0.96002,1.021344,1.093848,1.181601,1.291176,1.434111,1.633278,1.943664,2.557956,2.778567,3.079292,3.279249
4474,92.6,24.6,0.33765,0.415647,0.523311,0.692777,0.827817,1.041894,1.102429,1.172621,1.255497,1.355654,1.480499,1.642995,1.868747,2.219055,2.90712,3.152608,3.485957,3.706797
4475,92.8,24.6,0.377924,0.465201,0.585406,0.774019,0.923867,1.160687,1.227486,1.304851,1.39608,1.506157,1.6431,1.82093,2.067217,2.447538,3.188374,3.450735,3.805373,4.039276
4476,93,24.6,0.41606,0.51098,0.641344,0.845172,1.006587,1.260778,1.332292,1.415022,1.512443,1.629817,1.775588,1.964459,2.225217,2.626209,3.401786,3.674728,4.042294,4.283953
4477,93.2,24.6,0.452054,0.553581,0.692595,0.909164,1.080054,1.348188,1.423436,1.51039,1.612667,1.735714,1.888248,2.085421,2.3569,2.772752,3.571681,3.851245,4.22659,4.472695
4478,93.4,24.6,0.490714,0.599068,0.746912,0.976241,1.156418,1.438006,1.516811,1.60776,1.714572,1.842844,2.001529,2.206145,2.486967,2.915181,3.731366,4.01515,4.394799,4.642935
4479,93.6,24.6,0.526197,0.641116,0.797524,1.039315,1.228693,1.523821,1.606226,1.701236,1.81269,1.94636,2.111445,2.323891,2.614702,3.056379,3.893,4.18242,4.568555,4.820347
4480,93.8,24.6,0.56297,0.684653,0.849851,1.104431,1.303283,1.61225,1.698338,1.797497,1.913683,2.052832,2.224415,2.444784,2.745587,3.200713,4.057604,4.35258,4.745129,5.000549
4481,94,24.6,0.595677,0.722901,0.895257,1.160253,1.366777,1.686909,1.775957,1.878442,1.998416,2.141954,2.31871,2.545321,2.853983,3.319662,4.192516,4.491993,4.889933,5.148552
4482,94.2,24.6,0.626249,0.756963,0.933529,1.204114,1.414335,1.739262,1.82945,1.933157,2.054435,2.199345,2.377517,2.60555,2.915511,3.381913,4.253112,4.55142,4.947535,5.204894
4483,94.4,24.6,0.672093,0.808833,0.992764,1.273202,1.490062,1.823711,1.916017,2.021999,2.145731,2.293286,2.474312,2.705389,3.01845,3.487453,4.35758,4.654017,5.046635,5.301153
4484,71.2,24.8,0.224973,0.279411,0.354189,0.471376,0.564419,0.711453,0.752942,0.801005,0.857692,0.926095,1.011193,1.121672,1.274599,1.51061,1.968985,2.130537,2.348061,2.490914
4485,71.4,24.8,0.19441,0.243177,0.310463,0.416543,0.501242,0.635768,0.673857,0.718047,0.770256,0.833393,0.912137,1.014669,1.157123,1.378044,1.810736,1.964384,2.17213,2.309108
4486,71.6,24.8,0.163719,0.20627,0.2652,0.358608,0.433586,0.553271,0.587276,0.626787,0.673546,0.730197,0.801011,0.893487,1.022448,1.223522,1.620945,1.763257,1.956716,2.084926
4487,71.8,24.8,0.120031,0.152655,0.198245,0.271457,0.330994,0.42727,0.45487,0.487065,0.525333,0.571926,0.630505,0.707535,0.815926,0.986947,1.33183,1.457381,1.629711,1.744901
4488,72,24.8,0.09865,0.126228,0.164761,0.226784,0.277408,0.359627,0.383273,0.410897,0.443786,0.483906,0.534455,0.601094,0.695167,0.844347,1.147648,1.258909,1.412391,1.515536
4489,72.2,24.8,0.089504,0.115165,0.150791,0.207733,0.253988,0.32886,0.350353,0.375441,0.405287,0.441663,0.487448,0.547731,0.632709,0.767226,1.040091,1.140022,1.277794,1.370365
4490,72.4,24.8,0.07863,0.102717,0.136063,0.189225,0.232343,0.302096,0.322118,0.345491,0.373301,0.407201,0.449876,0.506079,0.585319,0.710804,0.965654,1.059066,1.187917,1.274532
4491,72.6,24.8,0.066523,0.089199,0.12053,0.170412,0.210853,0.276313,0.295117,0.317077,0.343219,0.375106,0.415279,0.468234,0.542974,0.661481,0.90274,0.991342,1.113694,1.196012
4492,72.8,24.8,0.052906,0.073833,0.10267,0.148507,0.185662,0.245876,0.263196,0.283441,0.307563,0.337021,0.37419,0.42328,0.492731,0.603204,0.829277,0.912685,1.028162,1.106056
4493,73,24.8,0.045178,0.061406,0.085609,0.127448,0.16131,0.216185,0.231981,0.250454,0.27248,0.299404,0.333415,0.378407,0.442207,0.544031,0.753496,0.831121,0.938896,1.011773
4494,73.2,24.8,0.04302,0.058968,0.081142,0.116779,0.148123,0.199954,0.214799,0.232122,0.252731,0.277861,0.309521,0.351272,0.410262,0.504,0.695673,0.766352,0.864205,0.930222
4495,73.4,24.8,0.040053,0.055682,0.077085,0.111009,0.138491,0.184739,0.198627,0.214805,0.234016,0.257392,0.286781,0.325445,0.379919,0.466169,0.641699,0.706244,0.795455,0.855538
4496,73.6,24.8,0.036642,0.052268,0.073313,0.106138,0.132437,0.175712,0.188939,0.204318,0.222542,0.244673,0.272435,0.308871,0.360078,0.440901,0.604592,0.664564,0.747327,0.803002
4497,73.8,24.8,0.035115,0.049369,0.070181,0.102266,0.127736,0.17246,0.185243,0.20008,0.217629,0.238896,0.265517,0.300376,0.349231,0.426097,0.581097,0.637674,0.715562,0.767844
4498,74,24.8,0.035008,0.046596,0.066047,0.097416,0.124637,0.169155,0.181686,0.196212,0.213373,0.234144,0.260105,0.294047,0.341536,0.41612,0.56623,0.620967,0.696278,0.746795
4499,74.2,24.8,0.03495,0.046541,0.062438,0.094737,0.123151,0.16736,0.179772,0.194146,0.211111,0.231618,0.257218,0.290643,0.33734,0.410544,0.557532,0.611053,0.684644,0.733982
4500,74.4,24.8,0.034912,0.046512,0.062417,0.090593,0.117465,0.161656,0.174054,0.188408,0.205346,0.225823,0.251388,0.284777,0.331452,0.40471,0.552193,0.60603,0.680176,0.729964
4501,74.6,24.8,0.034864,0.046474,0.062388,0.09306,0.118038,0.159897,0.17239,0.186836,0.203858,0.224403,0.250007,0.283375,0.329895,0.402653,0.548364,0.601346,0.674159,0.722959
4502,74.8,24.8,0.03481,0.046431,0.062356,0.093043,0.118309,0.158167,0.169456,0.182573,0.198108,0.21766,0.243528,0.277252,0.324301,0.397974,0.545848,0.599721,0.673849,0.723587
4503,75,24.8,0.034744,0.046378,0.062316,0.094334,0.11996,0.16034,0.171768,0.185043,0.20076,0.219829,0.24372,0.275037,0.318981,0.392141,0.540586,0.594575,0.6688,0.71857
4504,75.2,24.8,0.034666,0.046314,0.062265,0.095141,0.12104,0.161812,0.173344,0.186737,0.20259,0.221818,0.245902,0.277463,0.321733,0.391446,0.534427,0.588413,0.662541,0.712192
4505,75.4,24.8,0.034577,0.046237,0.0622,0.09536,0.121418,0.162421,0.174017,0.187481,0.203418,0.222746,0.246953,0.278672,0.323157,0.393201,0.534586,0.586227,0.65733,0.705056
4506,75.6,24.8,0.034474,0.046148,0.062126,0.095244,0.121176,0.161993,0.173537,0.186944,0.202812,0.222058,0.246164,0.277751,0.322056,0.391818,0.532657,0.584108,0.654957,0.702518
4507,75.8,24.8,0.034348,0.046036,0.062028,0.09451,0.120238,0.160775,0.172248,0.185576,0.201356,0.220502,0.244492,0.275941,0.320074,0.389612,0.530139,0.581516,0.652291,0.699818
4508,76,24.8,0.034198,0.0459,0.061905,0.093757,0.119114,0.15913,0.170466,0.18364,0.199245,0.218186,0.24193,0.273074,0.316803,0.385759,0.525268,0.57632,0.646689,0.693964
4509,76.2,24.8,0.034033,0.045751,0.062667,0.094787,0.11991,0.159528,0.170742,0.183769,0.199191,0.217901,0.241338,0.272049,0.31512,0.38292,0.519709,0.569657,0.63842,0.684567
4510,76.4,24.8,0.033838,0.045572,0.063388,0.095023,0.119809,0.158939,0.170021,0.182897,0.198144,0.216642,0.23982,0.270197,0.3128,0.379867,0.515177,0.564584,0.632607,0.678261
4511,76.6,24.8,0.033608,0.045356,0.064603,0.095865,0.12042,0.159259,0.170272,0.183073,0.198239,0.216648,0.239725,0.269987,0.312453,0.379347,0.514407,0.563746,0.631691,0.677301
4512,76.8,24.8,0.033335,0.045096,0.06505,0.096502,0.12119,0.160221,0.171284,0.184141,0.199369,0.217853,0.241018,0.271385,0.313987,0.381065,0.516408,0.565825,0.633857,0.679513
4513,77,24.8,0.03298,0.046142,0.066835,0.098404,0.123232,0.162541,0.173693,0.186657,0.202021,0.220675,0.244062,0.274734,0.317783,0.385593,0.522451,0.572423,0.641205,0.688682
4514,77.2,24.8,0.032541,0.046835,0.06753,0.099208,0.124197,0.163875,0.175154,0.188275,0.203837,0.222747,0.24648,0.277642,0.32144,0.390543,0.535148,0.588689,0.662254,0.711553
4515,77.4,24.8,0.03285,0.048736,0.069784,0.102007,0.127426,0.167776,0.179241,0.192578,0.208391,0.227602,0.251705,0.283341,0.32792,0.402709,0.552442,0.606858,0.681622,0.731727
4516,77.6,24.8,0.033601,0.049415,0.07045,0.102806,0.128435,0.169256,0.180879,0.194411,0.21047,0.230329,0.257044,0.291952,0.340758,0.417331,0.571223,0.6273,0.704461,0.756241
4517,77.8,24.8,0.034747,0.050756,0.072074,0.104912,0.130952,0.174032,0.187136,0.202331,0.220286,0.242026,0.26921,0.304762,0.354508,0.432596,0.589498,0.646645,0.725243,0.777958
4518,78,24.8,0.035486,0.051562,0.073037,0.106237,0.134623,0.182039,0.195425,0.210959,0.22933,0.251592,0.279455,0.315933,0.367025,0.447306,0.608819,0.667692,0.748695,0.803041
4519,78.2,24.8,0.035879,0.051742,0.073027,0.107131,0.137388,0.18514,0.19867,0.214395,0.233025,0.255647,0.284024,0.321274,0.373627,0.456265,0.62373,0.68513,0.769882,0.826903
4520,78.4,24.8,0.036867,0.053308,0.075315,0.113781,0.145158,0.19462,0.208623,0.224892,0.244157,0.267537,0.296847,0.335291,0.389261,0.474314,0.646224,0.709118,0.795811,0.85405
4521,78.6,24.8,0.039431,0.056125,0.078541,0.119541,0.151823,0.202868,0.217346,0.234177,0.254123,0.278346,0.308736,0.348622,0.404652,0.493013,0.671726,0.737121,0.827234,0.887748
4522,78.8,24.8,0.040067,0.056819,0.079928,0.121905,0.154956,0.207444,0.222375,0.239754,0.260377,0.285459,0.316975,0.358419,0.416778,0.509099,0.696699,0.76556,0.860598,0.92452
4523,79,24.8,0.0425,0.059811,0.08527,0.129505,0.164287,0.219433,0.235098,0.25332,0.274926,0.301177,0.334124,0.377385,0.438186,0.534118,0.728156,0.799072,0.896704,0.962228
4524,79.2,24.8,0.042924,0.06017,0.084818,0.129363,0.164604,0.220798,0.236822,0.255494,0.277673,0.304675,0.338645,0.383376,0.446462,0.546463,0.750128,0.824963,0.928335,0.997929
4525,79.4,24.8,0.044848,0.062267,0.087502,0.133596,0.170027,0.228071,0.244614,0.263885,0.286769,0.314622,0.349651,0.395754,0.460741,0.56367,0.772903,0.849662,0.955603,1.026878
4526,79.6,24.8,0.046166,0.063489,0.087997,0.133866,0.170198,0.228204,0.24476,0.264059,0.286991,0.314925,0.350088,0.396424,0.461836,0.565646,0.777368,0.85527,0.962983,1.035563
4527,79.8,24.8,0.046976,0.064086,0.089117,0.134744,0.17088,0.228567,0.245031,0.264223,0.287029,0.314812,0.349788,0.395882,0.460963,0.564267,0.775035,0.852618,0.959923,1.032245
4528,80,24.8,0.050097,0.067581,0.093561,0.139259,0.175395,0.232966,0.24937,0.268476,0.291161,0.318765,0.353473,0.399146,0.463512,0.565434,0.772625,0.848673,0.953687,1.024366
4529,80.2,24.8,0.051143,0.068744,0.097271,0.142982,0.17909,0.236522,0.252862,0.271882,0.294446,0.32188,0.356335,0.401615,0.465319,0.565958,0.769727,0.844274,0.947024,1.016068
4530,80.4,24.8,0.04983,0.067716,0.096465,0.140742,0.175899,0.232053,0.248075,0.266745,0.288921,0.315921,0.349888,0.39461,0.457674,0.557608,0.760937,0.835625,0.938808,1.008294
4531,80.6,24.8,0.050924,0.072189,0.101514,0.146635,0.182394,0.239357,0.255575,0.274453,0.29685,0.324083,0.358284,0.403224,0.466433,0.566249,0.768141,0.841943,0.94362,1.011919
4532,80.8,24.8,0.053186,0.075477,0.105123,0.150686,0.186736,0.244043,0.260332,0.279278,0.301737,0.329014,0.363232,0.408131,0.471169,0.570477,0.77059,0.843535,0.943878,1.01119
4533,81,24.8,0.054033,0.076583,0.106578,0.152683,0.189156,0.247121,0.263591,0.282744,0.305445,0.333008,0.367571,0.412904,0.476518,0.576651,0.778132,0.851491,0.952342,1.019957
4534,81.2,24.8,0.0532,0.075896,0.106048,0.152353,0.188967,0.247142,0.263672,0.282895,0.305679,0.333344,0.368037,0.41354,0.477391,0.57789,0.780113,0.853748,0.954982,1.022859
4535,81.4,24.8,0.04944,0.071692,0.101316,0.146972,0.18321,0.241021,0.257496,0.276682,0.299455,0.327154,0.361957,0.407711,0.472102,0.573849,0.779995,0.85548,0.959588,1.029581
4536,81.6,24.8,0.047248,0.069778,0.099701,0.145735,0.182238,0.240452,0.257041,0.27636,0.299291,0.327183,0.36223,0.408303,0.473139,0.575588,0.783297,0.859399,0.964358,1.034918
4537,81.8,24.8,0.042631,0.064997,0.094668,0.140313,0.176548,0.234447,0.250974,0.270237,0.293125,0.320999,0.356073,0.402263,0.467407,0.570652,0.781028,0.858424,0.965404,1.037468
4538,82,24.8,0.03968,0.062468,0.09258,0.138729,0.175279,0.233599,0.250235,0.26962,0.29265,0.320688,0.355964,0.402408,0.467891,0.571645,0.782922,0.860621,0.968017,1.040359
4539,82.2,24.8,0.036179,0.056108,0.086415,0.132679,0.169237,0.227521,0.244147,0.263523,0.286545,0.314587,0.349886,0.396402,0.462075,0.566338,0.77929,0.857794,0.96649,1.039833
4540,82.4,24.8,0.03469,0.054441,0.085053,0.131564,0.168185,0.226396,0.242969,0.262269,0.285182,0.313067,0.348131,0.394283,0.459354,0.56247,0.772379,0.849547,0.956227,1.028115
4541,82.6,24.8,0.031385,0.052047,0.081453,0.126354,0.161863,0.218517,0.234685,0.253533,0.275931,0.303219,0.337576,0.38286,0.446809,0.548357,0.755709,0.832094,0.937795,1.009083
4542,82.8,24.8,0.030841,0.050823,0.079738,0.123763,0.158473,0.213691,0.229418,0.247736,0.269486,0.295954,0.329237,0.373044,0.434795,0.532611,0.731635,0.804739,0.90571,0.973689
4543,83,24.8,0.029213,0.04854,0.076193,0.118378,0.151675,0.204678,0.219779,0.237368,0.258254,0.283675,0.315644,0.357717,0.417015,0.510918,0.701927,0.772074,0.868939,0.934129
4544,83.2,24.8,0.02971,0.048339,0.074662,0.114828,0.146513,0.196887,0.211223,0.227913,0.24772,0.271813,0.30209,0.341903,0.397956,0.486578,0.66641,0.732361,0.82335,0.884529
4545,83.4,24.8,0.029872,0.048371,0.073477,0.111883,0.14222,0.190471,0.204204,0.220192,0.239165,0.26224,0.291237,0.329361,0.383032,0.46786,0.639853,0.702903,0.789888,0.848367
4546,83.6,24.8,0.030215,0.048515,0.072776,0.110019,0.139503,0.186471,0.199848,0.215426,0.233918,0.256415,0.28469,0.321877,0.374242,0.457036,0.624932,0.686472,0.771375,0.828468
4547,83.8,24.8,0.03334,0.051809,0.076261,0.11367,0.143167,0.189952,0.203235,0.218681,0.236986,0.259215,0.287093,0.323662,0.374987,0.455776,0.618392,0.677626,0.75905,0.813626
4548,84,24.8,0.033226,0.051358,0.07548,0.112592,0.141991,0.188812,0.202141,0.217656,0.236065,0.258448,0.286558,0.323496,0.375441,0.457419,0.623067,0.683582,0.766901,0.822831
4549,84.2,24.8,0.033161,0.05105,0.07499,0.112077,0.141624,0.188908,0.20241,0.218148,0.236846,0.259617,0.288266,0.325985,0.379161,0.463356,0.634371,0.697111,0.783714,0.841985
4550,84.4,24.8,0.033224,0.051541,0.076163,0.114514,0.145212,0.194536,0.208658,0.225136,0.244736,0.268634,0.298741,0.33844,0.394502,0.483439,0.664558,0.731136,0.823134,0.885073
4551,84.6,24.8,0.033693,0.05168,0.076865,0.116443,0.148364,0.199995,0.214841,0.232196,0.252879,0.278151,0.310066,0.352265,0.412055,0.507325,0.702681,0.774854,0.874824,0.942288
4552,84.8,24.8,0.035047,0.052945,0.079201,0.120857,0.154717,0.209847,0.225766,0.244406,0.266663,0.293912,0.328399,0.374112,0.439074,0.542988,0.757139,0.83652,0.946704,1.021207
4553,85,24.8,0.037475,0.057763,0.085667,0.130214,0.166576,0.225943,0.243109,0.26322,0.287243,0.316666,0.353916,0.403307,0.473514,0.585806,0.817068,0.902775,1.021698,1.102059
