longitude,latitude,nu,mmin,duration,lambda,distance,zoneid,in zoneid,zmax,zmin,tectonic subregion,a,b,stdb,mmax,stdmmax,rake,dip,strike,aspect ratio,msr,source_name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
64,31,0.0006,5.5,95,6.3158e-06,654.07,153,,180,70,subduction interface,0.85043,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,31N 64E 70-180 km depth M5.5,31N_64E_L3_M5p5,-5.5,-5.82,-6.94
65,23,0.0014,5.5,95,1.4737e-05,1219.8,936,,180,70,subduction intraslab Himalayas,1.9884,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,23N 65E 70-180 km depth M5.5,23N_65E_L3_M5p5,-4.85,-5.46,-6.93
65,24,0.002,5.5,95,2.1053e-05,1133.1,936,,180,70,subduction intraslab Himalayas,2.1433,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,24N 65E 70-180 km depth M5.5,24N_65E_L3_M5p5,-4.69,-5.3,-6.69
65,25,0.0001,5.5,95,1.0526e-06,1050.1,936,,180,70,subduction intraslab Himalayas,0.84228,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,25N 65E 70-180 km depth M5.5,25N_65E_L3_M5p5,-6.38,-6.78,
65,29,0.0003,5.5,95,3.1579e-06,744.79,935,,180,70,subduction interface,0.3844,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,29N 65E 70-180 km depth M5.5,29N_65E_L3_M5p5,,-6.27,
65,30,0.001,5.5,95,1.0526e-05,665.06,935,,180,70,subduction interface,0.90728,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,30N 65E 70-180 km depth M5.5,30N_65E_L3_M5p5,-5.22,-5.57,-7.54
65,31,0.0001,5.5,95,1.0526e-06,588.81,153,,180,70,subduction interface,0.072276,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,31N 65E 70-180 km depth M5.5,31N_65E_L3_M5p5,,-7.34,
66,24,0.0001,5.5,95,1.0526e-06,1077.9,936,,180,70,subduction intraslab Himalayas,0.84228,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,24N 66E 70-180 km depth M5.5,24N_66E_L3_M5p5,-6.38,-6.78,
68,36,0.0003,5.5,95,3.1579e-06,37.201,153,,180,70,subduction interface,0.5494,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,36N 68E 70-180 km depth M5.5,36N_68E_L3_M5p5,,-6.19,-7.35
68,37,0.0001,5.5,95,1.0526e-06,114.77,153,,180,70,subduction interface,0.072276,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,37N 68E 70-180 km depth M5.5,37N_68E_L3_M5p5,,-7.34,
69,34,0.0001,5.5,95,1.0526e-06,89.623,153,,180,70,subduction interface,0.072276,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,34N 69E 70-180 km depth M5.5,34N_69E_L3_M5p5,,-7.34,
69,35,0.0023,5.5,95,2.4211e-05,12.583,153,,180,70,subduction interface,1.434,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,35N 69E 70-180 km depth M5.5,35N_69E_L3_M5p5,-4.68,-5.18,-6.29
69,36,0.0097,5.5,95,0.00010211,0,153,153,180,70,subduction interface,2.059,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,36N 69E 70-180 km depth M5.5,36N_69E_L3_M5p5,-4,-4.54,-5.65
69,37,0.0036,5.5,95,3.7895e-05,51.509,153,,180,70,subduction interface,1.6286,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,37N 69E 70-180 km depth M5.5,37N_69E_L3_M5p5,-4.46,-4.98,-6.08
69,38,0.0001,5.5,95,1.0526e-06,129.88,153,,180,70,subduction interface,0.072276,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,38N 69E 70-180 km depth M5.5,38N_69E_L3_M5p5,,-7.34,
70,34,0.0009,5.5,95,9.4737e-06,22.913,935,,180,70,subduction interface,0.86152,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,34N 70E 70-180 km depth M5.5,34N_70E_L3_M5p5,-5.3,-5.62,-8.53
70,35,0.0166,5.5,95,0.00017474,0,153,153,180,70,subduction interface,2.2924,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,35N 70E 70-180 km depth M5.5,35N_70E_L3_M5p5,-3.77,-4.31,-5.41
70,36,0.071,5.5,95,0.00074737,0,153,153,180,70,subduction interface,2.9235,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,36N 70E 70-180 km depth M5.5,36N_70E_L3_M5p5,-3.13,-3.68,-4.78
70,37,0.0328,5.5,95,0.00034526,0,153,153,180,70,subduction interface,2.5882,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,37N 70E 70-180 km depth M5.5,37N_70E_L3_M5p5,-3.47,-4.01,-5.11
70,38,0.002,5.5,95,2.1053e-05,68.107,153,,180,70,subduction interface,1.3733,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,38N 70E 70-180 km depth M5.5,38N_70E_L3_M5p5,-4.75,-5.25,-6.35
71,34,0.0014,5.5,95,1.4737e-05,0,935,935,180,70,subduction interface,1.0534,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,34N 71E 70-180 km depth M5.5,34N_71E_L3_M5p5,-4.99,-5.41,-6.87
71,35,0.0225,5.5,95,0.00023684,0,935,935,180,70,subduction interface,2.2595,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,35N 71E 70-180 km depth M5.5,35N_71E_L3_M5p5,-3.63,-4.16,-5.25
71,36,0.1307,5.5,95,0.0013758,0,153,153,180,70,subduction interface,3.1886,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,36N 71E 70-180 km depth M5.5,36N_71E_L3_M5p5,-2.86,-3.41,-4.51
71,37,0.0925,5.5,95,0.00097368,0,153,153,180,70,subduction interface,3.0384,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,37N 71E 70-180 km depth M5.5,37N_71E_L3_M5p5,-3.01,-3.56,-4.66
71,38,0.0146,5.5,95,0.00015368,6.9846,153,,180,70,subduction interface,2.2366,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,38N 71E 70-180 km depth M5.5,38N_71E_L3_M5p5,-3.82,-4.37,-5.47
71,39,0.0011,5.5,95,1.1579e-05,89.613,154,,180,70,subduction intraslab Himalayas,2.1037,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,39N 71E 70-180 km depth M5.5,39N_71E_L3_M5p5,-4.95,-5.58,-6.88
72,34,0.0025,5.5,95,2.6316e-05,0,935,935,180,70,subduction interface,1.3052,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,34N 72E 70-180 km depth M5.5,34N_72E_L3_M5p5,-4.66,-5.14,-6.38
72,35,0.014,5.5,95,0.00014737,0,935,935,180,70,subduction interface,2.0534,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,35N 72E 70-180 km depth M5.5,35N_72E_L3_M5p5,-3.84,-4.37,-5.47
72,36,0.0558,5.5,95,0.00058737,0,935,935,180,70,subduction interface,2.6539,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,36N 72E 70-180 km depth M5.5,36N_72E_L3_M5p5,-3.23,-3.77,-4.84
72,37,0.0663,5.5,95,0.00069789,0,153,153,180,70,subduction interface,2.8938,1.1,0.03,7.9,0.3,94,44,247,2,StrasserInterface,37N 72E 70-180 km depth M5.5,37N_72E_L3_M5p5,-3.16,-3.71,-4.81
72,38,0.042,5.5,95,0.00044211,0,154,154,180,70,subduction intraslab Himalayas,3.6855,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,38N 72E 70-180 km depth M5.5,38N_72E_L3_M5p5,-3.35,-3.99,-5.28
72,39,0.0112,5.5,95,0.00011789,40.87,154,,180,70,subduction intraslab Himalayas,3.1115,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,39N 72E 70-180 km depth M5.5,39N_72E_L3_M5p5,-3.93,-4.57,-5.85
73,34,0.0024,5.5,95,2.5263e-05,0,935,935,180,70,subduction interface,1.2875,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,34N 73E 70-180 km depth M5.5,34N_73E_L3_M5p5,-4.68,-5.16,-6.4
73,35,0.0111,5.5,95,0.00011684,0,935,935,180,70,subduction interface,1.9526,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,35N 73E 70-180 km depth M5.5,35N_73E_L3_M5p5,-3.95,-4.47,-5.57
73,36,0.0073,5.5,95,7.6842e-05,0,935,935,180,70,subduction interface,1.7706,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,36N 73E 70-180 km depth M5.5,36N_73E_L3_M5p5,-4.14,-4.66,-5.78
73,37,0.0152,5.5,95,0.00016,0,935,935,180,70,subduction interface,2.0891,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,37N 73E 70-180 km depth M5.5,37N_73E_L3_M5p5,-3.81,-4.33,-5.43
73,38,0.0526,5.5,95,0.00055368,0,154,154,180,70,subduction intraslab Himalayas,3.7833,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,38N 73E 70-180 km depth M5.5,38N_73E_L3_M5p5,-3.26,-3.9,-5.18
73,39,0.028,5.5,95,0.00029474,0,154,154,180,70,subduction intraslab Himalayas,3.5094,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,39N 73E 70-180 km depth M5.5,39N_73E_L3_M5p5,-3.53,-4.17,-5.45
74,34,0.0004,5.5,95,4.2105e-06,0,935,935,180,70,subduction interface,0.50934,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,34N 74E 70-180 km depth M5.5,34N_74E_L3_M5p5,,-6.07,
74,35,0.0021,5.5,95,2.2105e-05,0,935,935,180,70,subduction interface,1.2295,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,35N 74E 70-180 km depth M5.5,35N_74E_L3_M5p5,-4.75,-5.22,-6.5
74,36,0.0035,5.5,95,3.6842e-05,0,935,935,180,70,subduction interface,1.4513,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,36N 74E 70-180 km depth M5.5,36N_74E_L3_M5p5,-4.49,-4.98,-6.17
74,37,0.0057,5.5,95,6e-05,0,935,935,180,70,subduction interface,1.6632,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,37N 74E 70-180 km depth M5.5,37N_74E_L3_M5p5,-4.26,-4.77,-5.9
74,38,0.0264,5.5,95,0.00027789,0,154,154,180,70,subduction intraslab Himalayas,3.4839,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,38N 74E 70-180 km depth M5.5,38N_74E_L3_M5p5,-3.56,-4.2,-5.48
74,39,0.0178,5.5,95,0.00018737,2.2034,154,,180,70,subduction intraslab Himalayas,3.3127,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,39N 74E 70-180 km depth M5.5,39N_74E_L3_M5p5,-3.73,-4.37,-5.65
75,35,0.0001,5.5,95,1.0526e-06,0,935,935,180,70,subduction interface,-0.092724,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,35N 75E 70-180 km depth M5.5,35N_75E_L3_M5p5,,,
75,36,0.0014,5.5,95,1.4737e-05,0,935,935,180,70,subduction interface,1.0534,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,36N 75E 70-180 km depth M5.5,36N_75E_L3_M5p5,-4.99,-5.41,-6.87
75,37,0.0039,5.5,95,4.1053e-05,0,935,935,180,70,subduction interface,1.4983,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,37N 75E 70-180 km depth M5.5,37N_75E_L3_M5p5,-4.44,-4.94,-6.1
75,38,0.0081,5.5,95,8.5263e-05,0,154,154,180,70,subduction intraslab Himalayas,2.9708,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,38N 75E 70-180 km depth M5.5,38N_75E_L3_M5p5,-4.07,-4.71,-5.99
75,39,0.0036,5.5,95,3.7895e-05,6.1473,154,,180,70,subduction intraslab Himalayas,2.6186,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,39N 75E 70-180 km depth M5.5,39N_75E_L3_M5p5,-4.43,-5.06,-6.35
75,40,0.0002,5.5,95,2.1053e-06,117.16,154,,180,70,subduction intraslab Himalayas,1.3633,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,40N 75E 70-180 km depth M5.5,40N_75E_L3_M5p5,-5.77,-6.34,-7.78
76,35,0.0005,5.5,95,5.2632e-06,0,935,935,180,70,subduction interface,0.60625,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,35N 76E 70-180 km depth M5.5,35N_76E_L3_M5p5,-6.1,-5.94,
76,36,0.0044,5.5,95,4.6316e-05,0,935,935,180,70,subduction interface,1.5507,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,36N 76E 70-180 km depth M5.5,36N_76E_L3_M5p5,-4.38,-4.88,-6.04
76,37,0.0035,5.5,95,3.6842e-05,0,935,935,180,70,subduction interface,1.4513,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,37N 76E 70-180 km depth M5.5,37N_76E_L3_M5p5,-4.49,-4.98,-6.17
76,38,0.0015,5.5,95,1.5789e-05,0,154,154,180,70,subduction intraslab Himalayas,2.2384,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,38N 76E 70-180 km depth M5.5,38N_76E_L3_M5p5,-4.81,-5.44,-6.74
76,39,0.0003,5.5,95,3.1579e-06,11.037,154,,180,70,subduction intraslab Himalayas,1.5394,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,39N 76E 70-180 km depth M5.5,39N_76E_L3_M5p5,-5.56,-6.15,-7.53
77,34,0.0003,5.5,95,3.1579e-06,0,936,936,180,70,subduction intraslab Himalayas,1.3194,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,34N 77E 70-180 km depth M5.5,34N_77E_L3_M5p5,-5.6,-6.17,
77,35,0.004,5.5,95,4.2105e-05,0,935,935,180,70,subduction interface,1.5093,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,35N 77E 70-180 km depth M5.5,35N_77E_L3_M5p5,-4.42,-4.92,-6.09
77,36,0.0096,5.5,95,0.00010105,0,935,935,180,70,subduction interface,1.8895,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,36N 77E 70-180 km depth M5.5,36N_77E_L3_M5p5,-4.02,-4.54,-5.64
77,37,0.0048,5.5,95,5.0526e-05,0,935,935,180,70,subduction interface,1.5885,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,37N 77E 70-180 km depth M5.5,37N_77E_L3_M5p5,-4.34,-4.84,-5.99
77,38,0.0002,5.5,95,2.1053e-06,26.513,154,,180,70,subduction intraslab Himalayas,1.3633,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,38N 77E 70-180 km depth M5.5,38N_77E_L3_M5p5,-5.77,-6.34,-7.78
78,34,0.0009,5.5,95,9.4737e-06,0,935,935,180,70,subduction interface,0.86152,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,34N 78E 70-180 km depth M5.5,34N_78E_L3_M5p5,-5.3,-5.62,-8.53
78,35,0.0065,5.5,95,6.8421e-05,0,935,935,180,70,subduction interface,1.7202,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,35N 78E 70-180 km depth M5.5,35N_78E_L3_M5p5,-4.19,-4.71,-5.83
78,36,0.0045,5.5,95,4.7368e-05,0,935,935,180,70,subduction interface,1.5605,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,36N 78E 70-180 km depth M5.5,36N_78E_L3_M5p5,-4.37,-4.87,-6.03
78,37,0.0011,5.5,95,1.1579e-05,0,935,935,180,70,subduction interface,0.94867,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,37N 78E 70-180 km depth M5.5,37N_78E_L3_M5p5,-5.15,-5.52,-7.26
79,34,0.0003,5.5,95,3.1579e-06,0,935,935,180,70,subduction interface,0.3844,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,34N 79E 70-180 km depth M5.5,34N_79E_L3_M5p5,,-6.27,
79,35,0.0016,5.5,95,1.6842e-05,0,935,935,180,70,subduction interface,1.1114,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,35N 79E 70-180 km depth M5.5,35N_79E_L3_M5p5,-4.91,-5.34,-6.73
79,36,0.0005,5.5,95,5.2632e-06,0,935,935,180,70,subduction interface,0.60625,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,36N 79E 70-180 km depth M5.5,36N_79E_L3_M5p5,-6.1,-5.94,
80,35,0.0001,5.5,95,1.0526e-06,0,935,935,180,70,subduction interface,-0.092724,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,35N 80E 70-180 km depth M5.5,35N_80E_L3_M5p5,,,
81,33,0.0003,5.5,95,3.1579e-06,75.918,935,,180,70,subduction interface,0.3844,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,33N 81E 70-180 km depth M5.5,33N_81E_L3_M5p5,,-6.27,
81,34,0.0011,5.5,95,1.1579e-05,26.598,935,,180,70,subduction interface,0.94867,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,34N 81E 70-180 km depth M5.5,34N_81E_L3_M5p5,-5.15,-5.52,-7.26
81,35,0.0001,5.5,95,1.0526e-06,0,935,935,180,70,subduction interface,-0.092724,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,35N 81E 70-180 km depth M5.5,35N_81E_L3_M5p5,,,
82,33,0.0012,5.5,95,1.2632e-05,158.96,935,,180,70,subduction interface,0.98646,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,33N 82E 70-180 km depth M5.5,33N_82E_L3_M5p5,-5.09,-5.48,-7.09
82,34,0.0047,5.5,95,4.9474e-05,108.72,935,,180,70,subduction interface,1.5794,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,34N 82E 70-180 km depth M5.5,34N_82E_L3_M5p5,-4.35,-4.85,-6
82,35,0.0006,5.5,95,6.3158e-06,58.429,935,,180,70,subduction interface,0.68543,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,35N 82E 70-180 km depth M5.5,35N_82E_L3_M5p5,-5.73,-5.83,
83,33,0.0005,5.5,95,5.2632e-06,226.2,936,,180,70,subduction intraslab Himalayas,1.5412,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,33N 83E 70-180 km depth M5.5,33N_83E_L3_M5p5,-5.33,-5.93,
83,34,0.0018,5.5,95,1.8947e-05,190.34,935,,180,70,subduction interface,1.1625,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,34N 83E 70-180 km depth M5.5,34N_83E_L3_M5p5,-4.84,-5.29,-6.62
83,35,0.0002,5.5,95,2.1053e-06,139.11,935,,180,70,subduction interface,0.20831,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,35N 83E 70-180 km depth M5.5,35N_83E_L3_M5p5,,-6.63,
84,34,0.0001,5.5,95,1.0526e-06,271.43,935,,180,70,subduction interface,-0.092724,1.07,0.09,7.2,0.3,111,57,317,2,StrasserInterface,34N 84E 70-180 km depth M5.5,34N_84E_L3_M5p5,,,
88,24,0.0004,5.5,95,4.2105e-06,252.84,936,,180,70,subduction intraslab Himalayas,1.4443,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,24N 88E 70-180 km depth M5.5,24N_88E_L3_M5p5,-5.45,-6.03,
88,25,0.0002,5.5,95,2.1053e-06,142.85,936,,180,70,subduction intraslab Himalayas,1.1433,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,25N 88E 70-180 km depth M5.5,25N_88E_L3_M5p5,-5.83,-6.38,
88,28,0.001,5.5,95,1.0526e-05,0,936,936,180,70,subduction intraslab Himalayas,1.8423,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,28N 88E 70-180 km depth M5.5,28N_88E_L3_M5p5,-5,-5.61,-7.22
88,29,0.0025,5.5,95,2.6316e-05,0,936,936,180,70,subduction intraslab Himalayas,2.2402,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,29N 88E 70-180 km depth M5.5,29N_88E_L3_M5p5,-4.59,-5.21,-6.56
88,30,0.0004,5.5,95,4.2105e-06,45.425,936,,180,70,subduction intraslab Himalayas,1.4443,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,30N 88E 70-180 km depth M5.5,30N_88E_L3_M5p5,-5.45,-6.03,
89,23,0.0005,5.5,95,5.2632e-06,300.83,164,,180,70,subduction intraslab,-0.32875,0.9,0.12,7.3,0.3,22,65,194,2,StrasserIntraslab,23N 89E 70-180 km depth M5.5,23N_89E_L3_M5p5,,,
