longitude,latitude,nu,mmin,duration,lambda,distance,zoneid,in zoneid,zmax,zmin,tectonic subregion,a,b,stdb,mmax,stdmmax,rake,dip,strike,aspect ratio,msr,name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
85,32,0.0017,5.5,107,1.5888e-05,0,103.0,103,70,25,subduction interface,1.4711,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,32N 85E 25-70 km depth,32N_85E_2,-4.86,-5.38,-6.65
85,33,0.008,5.5,107,7.4766e-05,0,103.0,103,70,25,subduction interface,2.1437,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,33N 85E 25-70 km depth,33N_85E_2,-4.14,-4.7,-5.86
85,34,0.0014,5.5,107,1.3084e-05,0,102.0,102,70,25,subduction interface,1.6617,1.19,0.11,6.8,0.4,-165,86,154,2,StrasserInterface,34N 85E 25-70 km depth,34N_85E_2,-4.92,-5.49,-7.05
85,35,0.0003,5.5,107,2.8037e-06,0,101.0,101,70,25,subduction interface,0.99274,1.19,0.1,6.8,0.4,-117,40,349,2,StrasserInterface,35N 85E 25-70 km depth,35N_85E_2,-5.77,-6.23,
85,36,0.0041,5.5,107,3.8318e-05,0,91.0,91,70,25,subduction interface,0.8084,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,36N 85E 25-70 km depth,36N_85E_2,-4.69,-4.96,-6.22
85,37,0.0027,5.5,107,2.5234e-05,24.837,91.0,,70,25,subduction interface,0.62698,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,37N 85E 25-70 km depth,37N_85E_2,-5.13,-5.19,-6.93
86,6,0.0001,5.5,107,9.3458e-07,244.77,933.0,9171,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,6N 86E 25-70 km depth,6N_86E_2,,,
86,7,0.0001,5.5,107,9.3458e-07,244.84,933.0,9171,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,7N 86E 25-70 km depth,7N_86E_2,,,
86,8,0.0001,5.5,107,9.3458e-07,218.1,933.0,9171,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,8N 86E 25-70 km depth,8N_86E_2,,,
86,9,0.0011,5.5,107,1.028e-05,191.28,933.0,9171,70,25,stable shallow crust,-0.092991,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,9N 86E 25-70 km depth,9N_86E_2,,,
86,10,0.0006,5.5,107,5.6075e-06,164.38,933.0,9171,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,10N 86E 25-70 km depth,10N_86E_2,,,
86,14,0.0002,5.5,107,1.8692e-06,2.8701,933.0,9171,70,25,stable shallow crust,-0.83335,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,14N 86E 25-70 km depth,14N_86E_2,,,
86,15,0.001,5.5,107,9.3458e-06,0,933.0,933,70,25,stable shallow crust,-0.13438,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,15N 86E 25-70 km depth,15N_86E_2,,,
86,16,0.0002,5.5,107,1.8692e-06,0,933.0,933,70,25,stable shallow crust,-0.83335,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,16N 86E 25-70 km depth,16N_86E_2,,,
86,26,0.0015,5.5,107,1.4019e-05,0,932.0,932,70,25,stable shallow crust,0.26171,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,26N 86E 25-70 km depth,26N_86E_2,,,
86,27,0.0068,5.5,107,6.3551e-05,0,928.0,928,70,25,subduction interface,1.0831,0.96,0.09,8.3,0.2,-141,89,301,2,StrasserInterface,27N 86E 25-70 km depth,27N_86E_2,-4.32,-4.71,-5.67
86,28,0.0107,5.5,107,0.0001,0,928.0,928,70,25,subduction interface,1.28,0.96,0.09,8.3,0.2,-141,89,301,2,StrasserInterface,28N 86E 25-70 km depth,28N_86E_2,-4.07,-4.5,-5.46
86,29,0.0051,5.5,107,4.7664e-05,0,927.0,927,70,25,subduction interface,2.3882,1.22,0.11,7.1,0.3,-26,37,65,2,StrasserInterface,29N 86E 25-70 km depth,29N_86E_2,-4.33,-4.93,-6.17
86,30,0.0047,5.5,107,4.3925e-05,0,926.0,926,70,25,subduction interface,2.6827,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,30N 86E 25-70 km depth,30N_86E_2,-4.36,-5,-6.28
86,31,0.0009,5.5,107,8.4112e-06,0,926.0,926,70,25,subduction interface,1.9649,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,31N 86E 25-70 km depth,31N_86E_2,-5.1,-5.72,-7.01
86,32,0.001,5.5,107,9.3458e-06,0,103.0,103,70,25,subduction interface,1.2406,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,32N 86E 25-70 km depth,32N_86E_2,-5.13,-5.63,-7.01
86,33,0.0044,5.5,107,4.1121e-05,0,102.0,102,70,25,subduction interface,2.1591,1.19,0.11,6.8,0.4,-165,86,154,2,StrasserInterface,33N 86E 25-70 km depth,33N_86E_2,-4.4,-4.99,-6.26
86,34,0.0008,5.5,107,7.4766e-06,0,102.0,102,70,25,subduction interface,1.4187,1.19,0.11,6.8,0.4,-165,86,154,2,StrasserInterface,34N 86E 25-70 km depth,34N_86E_2,-5.2,-5.75,
86,36,0.0004,5.5,107,3.7383e-06,65.535,91.0,,70,25,subduction interface,-0.20232,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,36N 86E 25-70 km depth,36N_86E_2,,,
87,8,0.0003,5.5,107,2.8037e-06,323.83,933.0,9171,70,25,stable shallow crust,-0.65726,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,8N 87E 25-70 km depth,8N_87E_2,,,
87,9,0.0043,5.5,107,4.0187e-05,296.77,933.0,9171,70,25,stable shallow crust,0.49908,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,9N 87E 25-70 km depth,9N_87E_2,-5.33,-5.12,
87,10,0.0022,5.5,107,2.0561e-05,269.62,933.0,9171,70,25,stable shallow crust,0.20804,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,10N 87E 25-70 km depth,10N_87E_2,,-6.31,
87,14,0.0009,5.5,107,8.4112e-06,98.84,933.0,9171,70,25,stable shallow crust,-0.18014,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,14N 87E 25-70 km depth,14N_87E_2,,,
87,15,0.005,5.5,107,4.6729e-05,51.701,933.0,9171,70,25,stable shallow crust,0.56459,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,15N 87E 25-70 km depth,15N_87E_2,-4.95,-5.01,
87,16,0.0009,5.5,107,8.4112e-06,6.1048,933.0,9171,70,25,stable shallow crust,-0.18014,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,16N 87E 25-70 km depth,16N_87E_2,,,
87,26,0.0027,5.5,107,2.5234e-05,0,932.0,932,70,25,stable shallow crust,0.51698,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,26N 87E 25-70 km depth,26N_87E_2,-5.55,-6.01,
87,27,0.0147,5.5,107,0.00013738,0,928.0,928,70,25,subduction interface,1.4179,0.96,0.09,8.3,0.2,-141,89,301,2,StrasserInterface,27N 87E 25-70 km depth,27N_87E_2,-3.92,-4.36,-5.32
87,28,0.0084,5.5,107,7.8505e-05,0,927.0,927,70,25,subduction interface,2.6049,1.22,0.11,7.1,0.3,-26,37,65,2,StrasserInterface,28N 87E 25-70 km depth,28N_87E_2,-4.11,-4.72,-5.95
87,29,0.0008,5.5,107,7.4766e-06,0,927.0,927,70,25,subduction interface,1.5837,1.22,0.11,7.1,0.3,-26,37,65,2,StrasserInterface,29N 87E 25-70 km depth,29N_87E_2,-5.18,-5.75,-7.13
87,30,0.0027,5.5,107,2.5234e-05,0,926.0,926,70,25,subduction interface,2.442,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,30N 87E 25-70 km depth,30N_87E_2,-4.6,-5.24,-6.52
87,31,0.0019,5.5,107,1.7757e-05,0,926.0,926,70,25,subduction interface,2.2894,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,31N 87E 25-70 km depth,31N_87E_2,-4.76,-5.39,-6.68
87,32,0.0029,5.5,107,2.7103e-05,0,103.0,103,70,25,subduction interface,1.703,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,32N 87E 25-70 km depth,32N_87E_2,-4.6,-5.15,-6.35
87,33,0.0007,5.5,107,6.5421e-06,0,102.0,102,70,25,subduction interface,1.3607,1.19,0.11,6.8,0.4,-165,86,154,2,StrasserInterface,33N 87E 25-70 km depth,33N_87E_2,-5.27,-5.81,
88,9,0.0006,5.5,107,5.6075e-06,376.1,131.0,9171,70,25,subduction interface,-0.63123,0.84,0.07,8.6,0.3,-12,43,256,2,StrasserInterface,9N 88E 25-70 km depth,9N_88E_2,,,
88,10,0.0003,5.5,107,2.8037e-06,359.71,131.0,9171,70,25,subduction interface,-0.93226,0.84,0.07,8.6,0.3,-12,43,256,2,StrasserInterface,10N 88E 25-70 km depth,10N_88E_2,,,
88,14,0.0002,5.5,107,1.8692e-06,194.76,933.0,9171,70,25,stable shallow crust,-0.83335,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,14N 88E 25-70 km depth,14N_88E_2,,,
88,15,0.001,5.5,107,9.3458e-06,148.74,933.0,9171,70,25,stable shallow crust,-0.13438,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,15N 88E 25-70 km depth,15N_88E_2,,,
88,16,0.0002,5.5,107,1.8692e-06,102.89,933.0,9171,70,25,stable shallow crust,-0.83335,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,16N 88E 25-70 km depth,16N_88E_2,,,
88,26,0.0007,5.5,107,6.5421e-06,0,932.0,932,70,25,stable shallow crust,-0.069286,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,26N 88E 25-70 km depth,26N_88E_2,,,
88,27,0.0088,5.5,107,8.2243e-05,0,928.0,928,70,25,subduction interface,1.1951,0.96,0.09,8.3,0.2,-141,89,301,2,StrasserInterface,27N 88E 25-70 km depth,27N_88E_2,-4.18,-4.59,-5.55
88,28,0.0074,5.5,107,6.9159e-05,0,927.0,927,70,25,subduction interface,2.5498,1.22,0.11,7.1,0.3,-26,37,65,2,StrasserInterface,28N 88E 25-70 km depth,28N_88E_2,-4.17,-4.77,-6.01
88,29,0.0008,5.5,107,7.4766e-06,0,927.0,927,70,25,subduction interface,1.5837,1.22,0.11,7.1,0.3,-26,37,65,2,StrasserInterface,29N 88E 25-70 km depth,29N_88E_2,-5.18,-5.75,-7.13
88,30,0.007,5.5,107,6.5421e-05,0,926.0,926,70,25,subduction interface,2.8557,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,30N 88E 25-70 km depth,30N_88E_2,-4.19,-4.82,-6.11
88,31,0.0088,5.5,107,8.2243e-05,0,926.0,926,70,25,subduction interface,2.9551,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,31N 88E 25-70 km depth,31N_88E_2,-4.09,-4.73,-6.01
88,32,0.0049,5.5,107,4.5794e-05,0,103.0,103,70,25,subduction interface,1.9308,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,32N 88E 25-70 km depth,32N_88E_2,-4.36,-4.91,-6.09
88,33,0.0007,5.5,107,6.5421e-06,0,102.0,102,70,25,subduction interface,1.3607,1.19,0.11,6.8,0.4,-165,86,154,2,StrasserInterface,33N 88E 25-70 km depth,33N_88E_2,-5.27,-5.81,
88,34,0.0002,5.5,107,1.8692e-06,0,102.0,102,70,25,subduction interface,0.81665,1.19,0.11,6.8,0.4,-165,86,154,2,StrasserInterface,34N 88E 25-70 km depth,34N_88E_2,-6.13,-6.46,
88,35,0.0006,5.5,107,5.6075e-06,0,102.0,102,70,25,subduction interface,1.2938,1.19,0.11,6.8,0.4,-165,86,154,2,StrasserInterface,35N 88E 25-70 km depth,35N_88E_2,-5.35,-5.89,
88,36,0.0001,5.5,107,9.3458e-07,99.435,102.0,,70,25,subduction interface,0.51562,1.19,0.11,6.8,0.4,-165,86,154,2,StrasserInterface,36N 88E 25-70 km depth,36N_88E_2,,-6.95,
89,3,0.0003,5.5,107,2.8037e-06,507.46,132.0,9171,70,25,subduction interface,-0.76726,0.87,0.06,9.4,0.2,79,14,298,2,StrasserInterface,3N 89E 25-70 km depth,3N_89E_2,,,
89,4,0.0006,5.5,107,5.6075e-06,447.93,132.0,9171,70,25,subduction interface,-0.46623,0.87,0.06,9.4,0.2,79,14,298,2,StrasserInterface,4N 89E 25-70 km depth,4N_89E_2,,,
89,5,0.0006,5.5,107,5.6075e-06,388.26,132.0,9171,70,25,subduction interface,-0.46623,0.87,0.06,9.4,0.2,79,14,298,2,StrasserInterface,5N 89E 25-70 km depth,5N_89E_2,,,
89,6,0.0006,5.5,107,5.6075e-06,335.45,131.0,9171,70,25,subduction interface,-0.63123,0.84,0.07,8.6,0.3,-12,43,256,2,StrasserInterface,6N 89E 25-70 km depth,6N_89E_2,,,
89,19,0.0001,5.5,107,9.3458e-07,85.283,933.0,9171,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,19N 89E 25-70 km depth,19N_89E_2,,,
89,20,0.0001,5.5,107,9.3458e-07,89.816,932.0,9171,70,25,stable shallow crust,-0.91438,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,20N 89E 25-70 km depth,20N_89E_2,,,
89,24,0.0002,5.5,107,1.8692e-06,0,932.0,932,70,25,stable shallow crust,-0.61335,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,24N 89E 25-70 km depth,24N_89E_2,,,
89,25,0.0013,5.5,107,1.215e-05,0,932.0,932,70,25,stable shallow crust,0.19956,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,25N 89E 25-70 km depth,25N_89E_2,,,
89,26,0.0022,5.5,107,2.0561e-05,0,932.0,932,70,25,stable shallow crust,0.42804,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,26N 89E 25-70 km depth,26N_89E_2,,,
89,27,0.0101,5.5,107,9.4393e-05,0,928.0,928,70,25,subduction interface,1.2549,0.96,0.09,8.3,0.2,-141,89,301,2,StrasserInterface,27N 89E 25-70 km depth,27N_89E_2,-4.1,-4.53,-5.49
89,28,0.0097,5.5,107,9.0654e-05,0,927.0,927,70,25,subduction interface,2.6674,1.22,0.11,7.1,0.3,-26,37,65,2,StrasserInterface,28N 89E 25-70 km depth,28N_89E_2,-4.05,-4.65,-5.88
89,29,0.0023,5.5,107,2.1495e-05,0,927.0,927,70,25,subduction interface,2.0423,1.22,0.11,7.1,0.3,-26,37,65,2,StrasserInterface,29N 89E 25-70 km depth,29N_89E_2,-4.68,-5.28,-6.55
89,30,0.0069,5.5,107,6.4486e-05,0,926.0,926,70,25,subduction interface,2.8495,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,30N 89E 25-70 km depth,30N_89E_2,-4.19,-4.83,-6.11
89,31,0.0212,5.5,107,0.00019813,0,103.0,103,70,25,subduction interface,2.567,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,31N 89E 25-70 km depth,31N_89E_2,-3.71,-4.27,-5.42
89,32,0.0077,5.5,107,7.1963e-05,0,103.0,103,70,25,subduction interface,2.1271,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,32N 89E 25-70 km depth,32N_89E_2,-4.16,-4.72,-5.88
89,33,0.0002,5.5,107,1.8692e-06,0,102.0,102,70,25,subduction interface,0.81665,1.19,0.11,6.8,0.4,-165,86,154,2,StrasserInterface,33N 89E 25-70 km depth,33N_89E_2,-6.13,-6.46,
89,34,0.0023,5.5,107,2.1495e-05,0,102.0,102,70,25,subduction interface,1.8773,1.19,0.11,6.8,0.4,-165,86,154,2,StrasserInterface,34N 89E 25-70 km depth,34N_89E_2,-4.69,-5.27,-6.64
89,35,0.0056,5.5,107,5.2336e-05,0,102.0,102,70,25,subduction interface,2.2638,1.19,0.11,6.8,0.4,-165,86,154,2,StrasserInterface,35N 89E 25-70 km depth,35N_89E_2,-4.29,-4.88,-6.13
90,3,0.0022,5.5,107,2.0561e-05,414.19,132.0,9171,70,25,subduction interface,0.098039,0.87,0.06,9.4,0.2,79,14,298,2,StrasserInterface,3N 90E 25-70 km depth,3N_90E_2,,-5.82,-6.69
90,4,0.0044,5.5,107,4.1121e-05,354.74,132.0,9171,70,25,subduction interface,0.39907,0.87,0.06,9.4,0.2,79,14,298,2,StrasserInterface,4N 90E 25-70 km depth,4N_90E_2,,-5.04,-5.91
90,5,0.0036,5.5,107,3.3645e-05,295.17,132.0,9171,70,25,subduction interface,0.31192,0.87,0.06,9.4,0.2,79,14,298,2,StrasserInterface,5N 90E 25-70 km depth,5N_90E_2,,-5.2,-6.07
90,6,0.0033,5.5,107,3.0841e-05,235.43,131.0,9171,70,25,subduction interface,0.10913,0.84,0.07,8.6,0.3,-12,43,256,2,StrasserInterface,6N 90E 25-70 km depth,6N_90E_2,,-5.58,-6.42
90,7,0.0001,5.5,107,9.3458e-07,201.78,131.0,9171,70,25,subduction interface,-1.4094,0.84,0.07,8.6,0.3,-12,43,256,2,StrasserInterface,7N 90E 25-70 km depth,7N_90E_2,,,
90,13,0.0001,5.5,107,9.3458e-07,230.47,131.0,9171,70,25,subduction interface,-1.4094,0.84,0.07,8.6,0.3,-12,43,256,2,StrasserInterface,13N 90E 25-70 km depth,13N_90E_2,,,
90,14,0.0001,5.5,107,9.3458e-07,263.12,131.0,9171,70,25,subduction interface,-1.4094,0.84,0.07,8.6,0.3,-12,43,256,2,StrasserInterface,14N 90E 25-70 km depth,14N_90E_2,,,
90,18,0.0001,5.5,107,9.3458e-07,201.77,933.0,9171,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,18N 90E 25-70 km depth,18N_90E_2,,,
90,19,0.0018,5.5,107,1.6822e-05,185.87,933.0,9171,70,25,stable shallow crust,0.12089,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,19N 90E 25-70 km depth,19N_90E_2,,,
90,20,0.0018,5.5,107,1.6822e-05,89.194,932.0,9171,70,25,stable shallow crust,0.34089,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,20N 90E 25-70 km depth,20N_90E_2,,,
90,21,0.0001,5.5,107,9.3458e-07,0,932.0,932,70,25,stable shallow crust,-0.91438,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,21N 90E 25-70 km depth,21N_90E_2,,,
90,23,0.0001,5.5,107,9.3458e-07,0,932.0,932,70,25,stable shallow crust,-0.91438,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,23N 90E 25-70 km depth,23N_90E_2,,,
90,24,0.002,5.5,107,1.8692e-05,0,932.0,932,70,25,stable shallow crust,0.38665,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,24N 90E 25-70 km depth,24N_90E_2,,,
90,25,0.0089,5.5,107,8.3178e-05,0,932.0,932,70,25,stable shallow crust,1.035,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,25N 90E 25-70 km depth,25N_90E_2,-4.22,-4.68,
90,26,0.0124,5.5,107,0.00011589,0,119.0,119,70,25,intraplate margin lower,1.069,0.91,0.1,8.3,0.2,90,40,112,2,WC1994,26N 90E 25-70 km depth,26N_90E_2,-4.06,-4.43,-5.34
90,27,0.0086,5.5,107,8.0374e-05,0,928.0,928,70,25,subduction interface,1.1851,0.96,0.09,8.3,0.2,-141,89,301,2,StrasserInterface,27N 90E 25-70 km depth,27N_90E_2,-4.19,-4.6,-5.56
90,28,0.0055,5.5,107,5.1402e-05,0,927.0,927,70,25,subduction interface,2.421,1.22,0.11,7.1,0.3,-26,37,65,2,StrasserInterface,28N 90E 25-70 km depth,28N_90E_2,-4.3,-4.9,-6.14
90,29,0.0059,5.5,107,5.514e-05,0,927.0,927,70,25,subduction interface,2.4515,1.22,0.11,7.1,0.3,-26,37,65,2,StrasserInterface,29N 90E 25-70 km depth,29N_90E_2,-4.26,-4.87,-6.11
90,30,0.0128,5.5,107,0.00011963,0,926.0,926,70,25,subduction interface,3.1178,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,30N 90E 25-70 km depth,30N_90E_2,-3.92,-4.56,-5.84
90,31,0.0134,5.5,107,0.00012523,0,103.0,103,70,25,subduction interface,2.3677,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,31N 90E 25-70 km depth,31N_90E_2,-3.91,-4.47,-5.63
90,32,0.0064,5.5,107,5.9813e-05,0,103.0,103,70,25,subduction interface,2.0468,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,32N 90E 25-70 km depth,32N_90E_2,-4.24,-4.8,-5.97
90,33,0.0002,5.5,107,1.8692e-06,0,102.0,102,70,25,subduction interface,0.81665,1.19,0.11,6.8,0.4,-165,86,154,2,StrasserInterface,33N 90E 25-70 km depth,33N_90E_2,-6.13,-6.46,
90,34,0.0023,5.5,107,2.1495e-05,0,102.0,102,70,25,subduction interface,1.8773,1.19,0.11,6.8,0.4,-165,86,154,2,StrasserInterface,34N 90E 25-70 km depth,34N_90E_2,-4.69,-5.27,-6.64
90,35,0.0056,5.5,107,5.2336e-05,0,102.0,102,70,25,subduction interface,2.2638,1.19,0.11,6.8,0.4,-165,86,154,2,StrasserInterface,35N 90E 25-70 km depth,35N_90E_2,-4.29,-4.88,-6.13
91,3,0.0006,5.5,107,5.6075e-06,320.7,132.0,9171,70,25,subduction interface,-0.46623,0.87,0.06,9.4,0.2,79,14,298,2,StrasserInterface,3N 91E 25-70 km depth,3N_91E_2,,,
91,4,0.0011,5.5,107,1.028e-05,261.34,132.0,9171,70,25,subduction interface,-0.20299,0.87,0.06,9.4,0.2,79,14,298,2,StrasserInterface,4N 91E 25-70 km depth,4N_91E_2,,,
91,5,0.0007,5.5,107,6.5421e-06,201.88,132.0,9171,70,25,subduction interface,-0.39929,0.87,0.06,9.4,0.2,79,14,298,2,StrasserInterface,5N 91E 25-70 km depth,5N_91E_2,,,
91,6,0.0006,5.5,107,5.6075e-06,142.35,132.0,9171,70,25,subduction interface,-0.46623,0.87,0.06,9.4,0.2,79,14,298,2,StrasserInterface,6N 91E 25-70 km depth,6N_91E_2,,,
91,8,0.0002,5.5,107,1.8692e-06,73.235,131.0,9171,70,25,subduction interface,-1.1084,0.84,0.07,8.6,0.3,-12,43,256,2,StrasserInterface,8N 91E 25-70 km depth,8N_91E_2,,,
91,9,0.0011,5.5,107,1.028e-05,53.038,131.0,9171,70,25,subduction interface,-0.36799,0.84,0.07,8.6,0.3,-12,43,256,2,StrasserInterface,9N 91E 25-70 km depth,9N_91E_2,,,
91,10,0.0007,5.5,107,6.5421e-06,32.824,131.0,9171,70,25,subduction interface,-0.56429,0.84,0.07,8.6,0.3,-12,43,256,2,StrasserInterface,10N 91E 25-70 km depth,10N_91E_2,,,
91,11,0.0013,5.5,107,1.215e-05,60.824,131.0,9171,70,25,subduction interface,-0.29544,0.84,0.07,8.6,0.3,-12,43,256,2,StrasserInterface,11N 91E 25-70 km depth,11N_91E_2,,,
91,12,0.0005,5.5,107,4.6729e-06,93.995,131.0,9171,70,25,subduction interface,-0.71041,0.84,0.07,8.6,0.3,-12,43,256,2,StrasserInterface,12N 91E 25-70 km depth,12N_91E_2,,,
91,13,0.0023,5.5,107,2.1495e-05,127.13,131.0,9171,70,25,subduction interface,-0.047656,0.84,0.07,8.6,0.3,-12,43,256,2,StrasserInterface,13N 91E 25-70 km depth,13N_91E_2,,,
91,14,0.0024,5.5,107,2.243e-05,160.23,131.0,9171,70,25,subduction interface,-0.029173,0.84,0.07,8.6,0.3,-12,43,256,2,StrasserInterface,14N 91E 25-70 km depth,14N_91E_2,,,
91,15,0.0012,5.5,107,1.1215e-05,203.21,130.0,9171,70,25,subduction interface,1.8698,1.24,0.12,6.5,0.3,60,67,146,2,StrasserInterface,15N 91E 25-70 km depth,15N_91E_2,-4.98,-5.6,-8.46
91,16,0.0003,5.5,107,2.8037e-06,248.68,130.0,9171,70,25,subduction interface,1.2677,1.24,0.12,6.5,0.3,60,67,146,2,StrasserInterface,16N 91E 25-70 km depth,16N_91E_2,-5.66,-6.28,
91,18,0.0001,5.5,107,9.3458e-07,283.39,129.0,9171,70,25,subduction interface,-0.30938,1.04,0.11,6.9,0.3,-121,85,317,2,StrasserInterface,18N 91E 25-70 km depth,18N_91E_2,,,
91,19,0.0025,5.5,107,2.3364e-05,201.3,932.0,9171,70,25,stable shallow crust,0.48356,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,19N 91E 25-70 km depth,19N_91E_2,-6.01,-6.47,
91,20,0.0025,5.5,107,2.3364e-05,94.863,932.0,9171,70,25,stable shallow crust,0.48356,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,20N 91E 25-70 km depth,20N_91E_2,-6.01,-6.47,
91,21,0.0001,5.5,107,9.3458e-07,39.248,932.0,9131,70,25,stable shallow crust,-0.91438,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,21N 91E 25-70 km depth,21N_91E_2,,,
91,22,0.0001,5.5,107,9.3458e-07,58.035,932.0,9131,70,25,stable shallow crust,-0.91438,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,22N 91E 25-70 km depth,22N_91E_2,,,
91,23,0.0014,5.5,107,1.3084e-05,76.798,932.0,9131,70,25,stable shallow crust,0.23174,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,23N 91E 25-70 km depth,23N_91E_2,,,
91,24,0.0094,5.5,107,8.785e-05,47.511,932.0,9131,70,25,stable shallow crust,1.0587,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,24N 91E 25-70 km depth,24N_91E_2,-4.18,-4.65,
91,25,0.0201,5.5,107,0.00018785,0,932.0,932,70,25,stable shallow crust,1.3888,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,25N 91E 25-70 km depth,25N_91E_2,-3.78,-4.25,
91,26,0.0131,5.5,107,0.00012243,0,119.0,119,70,25,intraplate margin lower,1.0929,0.91,0.1,8.3,0.2,90,40,112,2,WC1994,26N 91E 25-70 km depth,26N_91E_2,-4.03,-4.4,-5.31
91,27,0.006,5.5,107,5.6075e-05,0,928.0,928,70,25,subduction interface,1.0288,0.96,0.09,8.3,0.2,-141,89,301,2,StrasserInterface,27N 91E 25-70 km depth,27N_91E_2,-4.4,-4.77,-5.73
91,28,0.0019,5.5,107,1.7757e-05,0,928.0,928,70,25,subduction interface,0.52937,0.96,0.09,8.3,0.2,-141,89,301,2,StrasserInterface,28N 91E 25-70 km depth,28N_91E_2,-5.72,-5.38,-6.34
91,29,0.0025,5.5,107,2.3364e-05,0,927.0,927,70,25,subduction interface,2.0786,1.22,0.11,7.1,0.3,-26,37,65,2,StrasserInterface,29N 91E 25-70 km depth,29N_91E_2,-4.65,-5.25,-6.51
91,30,0.011,5.5,107,0.0001028,0,926.0,926,70,25,subduction interface,3.052,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,30N 91E 25-70 km depth,30N_91E_2,-3.99,-4.63,-5.91
91,31,0.0107,5.5,107,0.0001,0,103.0,103,70,25,subduction interface,2.27,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,31N 91E 25-70 km depth,31N_91E_2,-4.01,-4.57,-5.73
91,32,0.0034,5.5,107,3.1776e-05,0,103.0,103,70,25,subduction interface,1.7721,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,32N 91E 25-70 km depth,32N_91E_2,-4.53,-5.08,-6.27
91,33,0.0006,5.5,107,5.6075e-06,0,102.0,102,70,25,subduction interface,1.2938,1.19,0.11,6.8,0.4,-165,86,154,2,StrasserInterface,33N 91E 25-70 km depth,33N_91E_2,-5.35,-5.89,
